recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,ID
4933,79.979,186.803,24.503,0.151,1.409,0.183,31261.01
4934,90.992,185.086,23.935,0.156,1.185,0.222,31262.0
4935,94.808,184.807,21.695,0.028,0.8,0.031,31262.01
4936,111.567,185.122,22.116,0.047,0.932,0.053,31264.0
4937,347.661,184.743,22.122,0.053,0.86,0.07,31266.0
4938,375.486,184.759,22.478,0.031,1.018,0.153,31267.0
4939,382.111,184.899,24.829,0.261,1.446,0.283,31268.0
4940,24.322,185.819,24.418,0.211,1.294,0.243,31270.0
4941,26.895,186.953,22.493,0.053,0.93,0.06,31270.01
4942,160.202,185.963,23.809,0.098,1.189,0.12,31271.0
4943,126.305,186.99,22.801,0.134,0.955,0.153,31277.0
4944,195.663,187.208,22.151,0.037,0.816,0.179,31278.0
4945,634.134,186.449,23.905,0.161,1.264,0.18,31280.0
4946,670.327,186.676,22.171,0.059,0.897,0.076,31281.0
4947,12.047,187.879,21.48,0.024,0.779,0.042,31283.0
4948,7.521,189.166,19.749,0.014,0.706,0.016,31283.01
4949,174.895,188.052,20.735,0.008,0.722,0.023,31284.0
4950,169.383,189.639,20.202,0.009,0.708,0.026,31284.01
4951,607.38,188.486,24.319,0.151,1.535,0.194,31285.0
4952,232.128,188.921,20.346,0.033,0.711,0.036,31288.0
4953,500.82,189.009,22.829,0.109,0.962,0.114,31289.0
4954,71.261,189.961,21.151,0.034,0.769,0.039,31291.0
4955,130.927,190.186,24.805,0.214,1.402,0.245,31292.0
4956,141.957,189.882,20.622,0.019,0.701,0.022,31293.0
4957,339.169,189.884,22.735,0.07,0.935,0.122,31295.0
4958,574.853,189.664,24.16,0.128,1.269,0.153,31296.0
4959,656.478,190.162,21.555,0.04,0.864,0.118,31297.0
4960,151.063,190.968,23.798,0.147,1.178,0.166,31299.0
4961,155.068,193.263,21.255,0.045,0.856,0.052,31299.01
4962,161.964,190.996,20.683,0.02,0.737,0.064,31300.0
4963,416.913,191.239,22.391,0.038,1.673,0.096,31301.0
4964,418.995,193.236,21.911,0.05,0.787,0.158,31301.01
4965,422.499,196.349,22.953,0.08,1.077,0.092,31301.02
4966,488.242,191.439,21.767,0.018,0.861,0.04,31302.0
4967,617.845,191.051,21.323,0.025,0.842,0.037,31303.0
4968,735.092,190.827,23.772,0.112,1.196,0.12,31304.0
4969,737.146,192.932,21.663,0.021,0.806,0.03,31304.01
4970,257.052,191.962,23.71,0.068,1.191,0.152,31306.0
4971,399.893,191.785,22.582,0.031,0.969,0.051,31307.0
4972,431.488,192.348,21.918,0.083,0.754,0.232,31308.0
4973,216.925,193.293,24.491,0.181,1.404,0.311,31311.0
4974,328.266,192.663,24.501,0.195,1.397,0.203,31312.0
4975,547.674,192.86,20.014,0.037,0.698,0.042,31314.0
4976,696.537,192.945,21.669,0.069,0.911,0.092,31315.0
4977,92.218,194.118,24.427,0.161,1.427,0.169,31318.0
4978,208.97,193.79,21.598,0.039,0.83,0.059,31319.0
4979,212.72,194.608,22.645,0.081,0.957,0.09,31319.01
4980,283.658,194.017,24.095,0.148,1.215,0.171,31320.0
4981,287.389,193.805,23.044,0.081,1.031,0.099,31320.01
4982,394.064,193.636,20.869,0.02,0.755,0.067,31322.0
4983,494.889,194.306,24.193,0.303,1.191,0.382,31323.0
4984,490.956,196.091,20.678,0.036,0.767,0.037,31323.01
4985,515.375,193.807,24.791,0.265,1.441,0.293,31324.0
4986,592.998,193.77,24.185,0.087,1.242,0.135,31325.0
4987,748.341,194.312,22.935,0.079,0.949,0.278,31327.0
4988,109.694,195.337,22.034,0.056,0.9,0.067,31328.0
4989,309.195,194.94,21.845,0.016,0.838,0.027,31330.0
4990,388.45,194.493,21.928,0.058,0.841,0.063,31331.0
4991,451.725,195.036,23.633,0.067,1.093,0.093,31332.0
4992,461.135,194.88,20.843,0.092,0.759,0.094,31333.0
4993,677.631,195.065,23.83,0.127,1.29,0.149,31335.0
4994,679.868,194.864,23.164,0.044,1.111,0.103,31335.01
4995,295.387,196.095,22.642,0.088,0.99,0.112,31337.0
4996,608.982,195.445,18.27,0.015,0.93,0.019,31341.0
4997,615.511,196.166,20.75,0.029,0.726,0.061,31341.01
4998,610.08,197.76,19.881,0.036,0.676,0.046,31341.02
4999,714.603,195.689,19.736,0.01,0.707,0.02,31344.0
5000,24.881,196.825,24.765,0.17,1.251,0.188,31345.0
5001,223.947,196.921,22.753,0.052,1.007,0.08,31346.0
5002,342.169,197.176,20.952,0.028,0.722,0.049,31347.01
5003,468.5,197.277,24.228,0.271,1.357,0.3,31350.0
5004,725.804,196.592,22.874,0.083,1.002,0.098,31351.0
5005,186.2,197.977,23.415,0.035,1.126,0.043,31353.0
5006,199.293,198.035,23.538,0.092,1.118,0.121,31354.0
5007,571.833,198.023,21.627,0.041,0.853,0.055,31355.0
5008,572.393,201.066,20.564,0.013,0.707,0.024,31355.01
5009,736.815,197.767,24.68,0.35,1.459,0.375,31357.0
5010,701.289,198.592,22.232,0.018,0.875,0.115,31358.0
5011,62.945,199.437,21.407,0.021,0.805,0.07,31361.0
5012,69.774,199.538,22.275,0.086,0.813,0.154,31362.0
5013,165.84,199.991,22.874,0.048,1.005,0.078,31363.0
5014,258.866,199.745,24.57,0.133,1.52,0.148,31364.0
5015,420.155,199.885,23.623,0.052,1.243,0.107,31365.0
5016,538.046,199.649,23.081,0.188,1.078,0.193,31366.0
5017,594.118,199.464,19.648,0.007,0.729,0.023,31367.0
5018,595.003,204.46,20.293,0.02,0.694,0.036,31367.01
5019,592.852,209.408,21.42,0.043,0.778,0.063,31367.02
5020,672.105,199.818,23.793,0.075,1.133,0.106,31368.0
5021,88.37,200.955,22.052,0.063,0.906,0.074,31369.0
5022,114.071,200.714,21.039,0.029,0.781,0.038,31370.0
5023,228.535,200.769,23.344,0.048,1.321,0.074,31371.0
5024,396.786,201.379,20.954,0.021,0.746,0.037,31372.0
5025,425.164,201.053,24.148,0.207,1.506,0.234,31373.0
5026,424.594,203.637,23.437,0.051,1.036,0.122,31373.01
5027,483.366,200.78,20.262,0.009,0.741,0.015,31374.0
5028,185.294,201.736,24.497,0.146,1.268,0.198,31376.0
5029,187.633,202.316,24.413,0.136,1.208,0.186,31376.01
5030,351.018,203.843,24.25,0.187,1.29,0.247,31378.01
5031,354.469,201.82,22.729,0.181,1.088,0.187,31378.02
5032,388.602,201.737,21.196,0.099,0.795,0.101,31380.0
5033,383.622,202.81,21.634,0.111,0.823,0.114,31380.01
5034,431.267,202.227,25.037,0.014,1.698,0.095,31381.0
5035,444.194,201.631,23.271,0.048,1.125,0.082,31382.0
5036,20.034,203.151,21.177,0.035,0.927,0.167,31384.0
5037,178.302,202.829,25.142,0.058,1.483,0.261,31386.0
5038,487.66,202.786,24.38,0.123,1.271,0.163,31388.0
5039,12.285,203.729,21.899,0.037,0.814,0.066,31391.0
5040,13.838,207.237,22.228,0.058,0.864,0.068,31391.01
5041,81.259,204.388,21.564,0.031,0.811,0.04,31392.0
5042,360.688,203.654,23.5,0.041,1.304,0.13,31394.0
5043,515.835,203.923,22.592,0.053,0.95,0.056,31396.0
5044,521.924,204.398,23.358,0.066,1.854,0.076,31397.0
5045,109.47,205.338,23.156,0.11,1.078,0.118,31399.0
5046,106.232,208.047,22.367,0.026,0.97,0.047,31399.01
5047,148.043,205.483,24.135,0.175,1.328,0.201,31400.0
5048,147.514,208.061,24.257,0.146,1.236,0.233,31400.01
5049,286.035,205.258,24.772,0.243,1.385,0.269,31401.0
5050,418.426,204.544,22.587,0.045,1.007,0.069,31402.0
5051,418.739,207.835,21.53,0.028,0.784,0.059,31402.01
5052,411.324,211.447,22.326,0.081,1.105,0.105,31402.04
5053,454.523,204.686,18.849,0.02,0.9,0.025,31403.0
5054,457.989,205.474,21.569,0.059,0.838,0.09,31403.01
5055,754.269,205.218,20.452,0.012,0.695,0.015,31406.0
5056,137.517,206.349,20.461,0.029,0.689,0.034,31407.0
5057,279.683,206.315,23.199,0.109,1.017,0.175,31408.0
5058,648.392,205.905,20.184,0.018,0.66,0.026,31410.0
5059,34.961,206.674,21.719,0.036,0.816,0.05,31412.0
5060,293.515,206.526,21.44,0.029,0.892,0.032,31413.0
5061,319.52,206.948,23.496,0.073,1.192,0.096,31414.0
5062,320.57,209.861,21.679,0.021,0.807,0.031,31414.01
5063,346.1,207.134,21.413,0.085,0.803,0.106,31415.0
5064,392.58,207.262,21.301,0.028,0.765,0.036,31416.0
5065,78.175,207.538,21.529,0.056,0.826,0.057,31417.0
5066,80.889,210.903,23.836,0.1,2.013,0.128,31417.01
5067,200.54,208.203,22.997,0.092,1.138,0.112,31420.0
5068,379.159,207.668,22.159,0.06,0.878,0.092,31421.0
5069,482.83,207.645,20.857,0.02,0.712,0.049,31423.0
5070,10.165,209.507,24.778,0.151,1.467,0.264,31426.0
5071,167.653,215.411,18.13,0.006,0.94,0.013,31427.0
5072,162.11,218.867,21.22,0.025,0.778,0.037,31427.01
5073,165.175,219.061,21.508,0.024,0.805,0.053,31427.02
5074,172.848,211.239,22.364,0.045,0.963,0.071,31427.03
5075,164.792,222.895,21.66,0.036,0.817,0.039,31427.04
5076,159.517,218.889,22.642,0.063,1.005,0.091,31427.05
5077,157.6,217.839,22.684,0.073,1.081,0.154,31427.06
5078,256.246,209.827,22.227,0.07,0.865,0.083,31428.0
5079,309.028,210.027,19.21,0.044,0.534,0.053,31429.0
5080,303.17,211.316,20.82,0.044,0.78,0.046,31429.01
5081,496.381,209.74,20.355,0.02,0.673,0.051,31432.0
5082,156.322,210.842,19.082,0.005,0.875,0.013,31435.0
5083,149.611,213.034,21.599,0.026,0.767,0.04,31435.01
5084,149.564,216.642,24.014,0.142,0.625,0.142,31435.02
5085,142.213,225.58,20.672,0.048,0.682,0.055,31435.04
5086,150.54,223.474,20.477,0.057,0.702,0.066,31435.05
5087,374.105,210.938,24.934,0.203,1.279,0.248,31438.0
5088,266.435,212.243,21.263,0.022,0.765,0.033,31441.0
5089,586.308,212.362,22.535,0.028,0.876,0.127,31445.0
5090,29.022,212.866,24.589,0.0,1.393,0.243,31447.0
5091,126.162,212.968,24.471,0.179,1.144,0.253,31450.0
5092,190.338,212.963,23.816,0.103,1.407,0.145,31452.0
5093,332.291,213.124,23.566,0.218,1.213,0.221,31453.0
5094,350.871,212.913,22.61,0.128,1.08,0.132,31454.0
5095,141.283,214.274,22.903,0.075,0.804,0.08,31456.0
5096,698.603,213.601,19.52,0.018,0.737,0.019,31457.0
5097,18.68,215.409,20.65,0.027,0.711,0.034,31459.0
5098,201.331,224.036,22.186,0.099,0.836,0.154,31461.0
5099,200.768,227.874,23.755,0.077,1.314,0.104,31461.01
5100,200.143,216.664,20.907,0.046,0.726,0.068,31461.02
5101,195.436,218.365,21.778,0.058,1.314,0.129,31461.05
5102,683.875,215.223,24.245,0.117,1.356,0.132,31463.0
5103,368.098,216.407,20.934,0.065,0.782,0.072,31464.0
5104,455.846,215.817,23.836,0.055,1.18,0.097,31466.0
5105,480.214,215.722,23.296,0.087,0.966,0.203,31467.0
5106,577.056,216.119,24.21,0.134,1.397,0.318,31468.0
5107,26.225,216.853,23.232,0.123,1.119,0.129,31469.0
5108,33.252,216.974,21.113,0.022,0.741,0.024,31470.0
5109,299.128,216.929,23.837,0.102,1.198,0.141,31473.0
5110,678.705,216.752,23.668,0.11,1.195,0.124,31476.0
5111,114.347,225.69,19.785,0.015,0.726,0.017,31477.01
5112,99.457,231.476,21.562,0.036,0.948,0.05,31477.02
5113,115.288,230.536,24.439,0.08,1.328,0.785,31477.03
5114,117.796,232.745,20.215,0.004,0.684,0.023,31477.04
5115,120.921,236.375,20.333,0.019,0.715,0.022,31477.05
5116,112.924,232.534,23.813,0.096,1.726,0.121,31477.06
5117,539.178,217.701,23.514,0.072,1.271,0.103,31482.0
5118,659.621,218.058,20.57,0.012,0.701,0.032,31483.0
5119,747.715,217.767,21.277,0.061,0.794,0.066,31484.0
5120,53.137,218.793,21.135,0.135,0.815,0.136,31486.0
5121,52.293,225.092,19.395,0.049,0.835,0.049,31486.01
5122,307.095,218.946,23.631,0.074,2.105,0.08,31491.0
5123,583.979,221.361,22.508,0.041,0.901,0.106,31492.01
5124,727.992,218.731,24.776,0.209,2.196,0.228,31493.0
5125,45.29,220.334,20.616,0.02,0.726,0.025,31495.0
5126,190.713,220.15,23.898,0.072,1.358,0.122,31496.0
5127,187.341,222.916,22.696,0.07,1.061,0.11,31496.01
5128,543.357,219.495,23.895,0.205,1.252,0.243,31499.0
5129,28.029,220.513,22.455,0.057,1.044,0.059,31500.0
5130,23.95,222.976,21.262,0.026,0.763,0.028,31500.01
5131,28.923,224.134,24.721,0.161,1.313,0.245,31500.02
5132,282.597,221.268,20.256,0.015,0.694,0.016,31501.0
5133,457.614,221.194,22.657,0.061,0.956,0.067,31503.0
5134,516.985,220.541,21.369,0.029,0.782,0.036,31504.0
5135,595.502,221.253,22.508,0.064,0.909,0.075,31506.0
5136,62.697,222.108,22.545,0.104,0.928,0.109,31508.0
5137,177.792,221.608,21.215,0.035,0.777,0.052,31511.0
5138,243.124,221.707,24.704,0.176,1.304,0.191,31512.0
5139,239.906,223.811,22.109,0.046,0.89,0.055,31512.02
5140,271.099,221.816,20.368,0.017,0.689,0.026,31513.0
5141,273.004,225.924,21.953,0.023,0.846,0.062,31513.01
5142,271.853,232.203,19.137,0.004,0.377,0.012,31513.02
5143,279.158,232.655,20.368,0.02,0.737,0.035,31513.03
5144,269.421,231.816,21.789,0.046,0.918,0.074,31513.04
5145,279.905,234.786,20.14,0.021,0.682,0.037,31513.05
5146,279.086,239.913,24.348,0.168,1.392,0.207,31513.06
5147,550.009,221.642,20.131,0.01,0.701,0.012,31514.0
5148,713.87,221.695,24.201,0.206,1.267,0.21,31515.0
5149,435.276,222.567,24.128,0.152,1.116,0.206,31521.0
5150,74.27,223.909,23.895,0.132,1.2,0.138,31524.0
5151,158.129,223.571,24.187,0.115,1.38,0.154,31525.0
5152,155.893,225.19,24.162,0.23,1.398,0.275,31525.01
5153,501.251,223.893,22.312,0.184,0.84,0.19,31529.0
5154,629.201,223.639,22.97,0.216,1.147,0.218,31530.0
5155,40.563,225.384,22.915,0.037,1.03,0.045,31531.0
5156,43.65,226.985,24.061,0.075,1.265,0.093,31531.01
5157,264.955,225.139,23.588,0.048,1.1,0.078,31534.0
5158,213.042,226.07,25.025,0.279,1.572,0.295,31538.0
5159,701.804,225.776,24.572,0.304,1.235,0.348,31544.0
5160,705.414,225.94,24.701,0.276,1.324,0.337,31544.01
5161,712.62,225.633,22.549,0.048,0.899,0.065,31546.0
5162,136.139,226.909,20.69,0.007,0.716,0.017,31550.0
5163,216.654,226.773,22.763,0.064,1.007,0.073,31551.0
5164,223.928,226.869,24.242,0.132,1.269,0.152,31552.0
5165,234.533,226.886,21.947,0.046,0.856,0.054,31553.0
5166,233.291,229.946,22.886,0.058,0.983,0.072,31553.01
5167,253.402,226.568,19.663,0.015,0.722,0.021,31554.0
5168,278.911,227.253,23.216,0.097,1.267,0.124,31555.0
5169,283.166,226.526,22.743,0.138,1.103,0.159,31556.0
5170,377.975,226.541,20.443,0.014,0.689,0.022,31557.0
5171,731.759,227.069,20.752,0.052,0.724,0.056,31558.0
5172,756.948,227.784,22.701,0.089,0.997,0.158,31560.0
5173,124.629,229.096,23.336,0.073,1.098,0.09,31562.0
5174,191.468,228.86,21.779,0.086,0.89,0.087,31563.0
5175,263.267,227.027,23.729,0.071,1.213,0.098,31564.0
5176,261.932,232.13,21.381,0.02,0.798,0.033,31564.01
5177,363.09,228.581,23.318,0.11,1.022,0.172,31566.0
5178,435.694,228.694,21.759,0.043,0.787,0.05,31567.0
5179,178.831,230.034,20.636,0.024,0.715,0.028,31570.0
5180,408.642,229.807,19.813,0.024,0.734,0.027,31572.0
5181,151.476,230.806,23.425,0.114,1.102,0.133,31574.0
5182,241.586,230.637,23.602,0.107,1.279,0.127,31575.0
5183,418.048,230.525,23.648,0.164,1.041,0.247,31577.0
5184,446.836,230.738,20.323,0.025,0.693,0.034,31578.0
5185,526.997,230.676,20.973,0.056,0.771,0.062,31579.0
5186,542.992,231.057,22.4,0.069,0.91,0.076,31580.0
5187,751.236,231.274,19.769,0.021,0.706,0.029,31582.0
5188,6.566,231.734,20.88,0.02,0.75,0.028,31583.0
5189,611.449,231.772,22.206,0.059,0.868,0.061,31588.0
5190,14.45,232.757,22.049,0.074,0.915,0.081,31590.0
5191,386.867,232.493,21.546,0.021,0.789,0.059,31594.0
5192,384.105,234.291,24.36,0.109,1.384,0.255,31594.01
5193,382.191,233.788,24.125,0.166,1.164,0.212,31594.02
5194,494.107,232.666,22.29,0.035,0.865,0.049,31595.0
5195,624.11,233.397,24.292,0.294,1.354,0.314,31596.0
5196,172.22,234.045,23.809,0.189,1.29,0.194,31597.0
5197,395.919,233.542,20.879,0.025,0.737,0.035,31601.0
5198,440.095,236.316,21.573,0.027,0.774,0.071,31602.01
5199,45.643,235.282,21.847,0.042,0.832,0.052,31604.0
5200,306.435,235.296,21.793,0.031,0.889,0.046,31606.0
5201,473.824,235.393,21.702,0.009,0.89,0.021,31608.0
5202,478.725,235.824,20.462,0.014,0.696,0.017,31608.01
5203,479.636,240.91,21.275,0.026,0.943,0.037,31608.02
5204,558.118,234.844,19.87,0.014,0.688,0.022,31609.0
5205,560.927,235.743,21.751,0.031,0.966,0.054,31609.01
5206,573.048,234.488,21.942,0.025,0.889,0.055,31610.0
5207,725.155,235.005,21.5,0.031,0.775,0.047,31611.0
5208,38.381,235.978,23.003,0.054,1.083,0.063,31614.0
5209,71.323,235.694,21.607,0.041,0.778,0.056,31615.0
5210,190.979,235.892,19.58,0.012,0.763,0.017,31617.0
5211,200.317,235.631,24.286,0.162,1.347,0.183,31618.0
5212,223.768,236.011,24.283,0.258,1.39,0.27,31619.0
5213,223.28,239.445,24.488,0.512,1.393,0.527,31619.01
5214,420.271,235.761,24.874,0.205,1.32,0.263,31620.0
5215,422.94,235.992,23.659,0.101,1.314,0.147,31620.01
5216,637.025,236.425,22.92,0.09,1.034,0.109,31625.0
5217,634.644,237.899,22.322,0.045,0.915,0.048,31625.01
5218,234.788,237.117,21.186,0.032,0.752,0.048,31626.0
5219,522.531,237.029,19.944,0.01,0.683,0.023,31627.0
5220,626.151,237.09,22.289,0.108,0.959,0.113,31628.0
5221,677.161,236.952,24.647,0.088,1.348,0.161,31629.0
5222,685.703,236.927,24.592,0.375,1.278,0.471,31630.0
5223,50.238,237.886,24.59,0.286,1.266,0.31,31631.0
5224,147.69,234.167,25.064,0.095,1.346,0.212,31632.0
5225,159.03,231.968,24.425,0.102,1.262,0.131,31632.01
5226,164.102,239.351,24.931,0.231,1.462,0.266,31632.02
5227,241.053,237.979,25.087,0.252,1.425,0.327,31633.0
5228,241.584,240.849,24.187,0.096,1.195,0.158,31633.01
5229,311.988,238.058,21.674,0.018,0.786,0.083,31634.0
5230,125.467,239.216,22.198,0.05,0.896,0.053,31636.0
5231,204.99,238.522,23.183,0.099,0.949,0.117,31637.0
5232,288.951,239.38,23.39,0.123,1.15,0.127,31639.0
5233,333.447,239.046,21.949,0.024,0.888,0.038,31640.0
5234,539.822,238.548,22.91,0.095,1.288,0.105,31641.0
5235,105.624,240.047,21.686,0.018,0.838,0.038,31642.0
5236,257.209,240.182,19.277,0.012,0.878,0.019,31643.0
5237,435.744,240.294,20.924,0.025,0.775,0.051,31646.0
5238,452.142,239.879,24.386,0.228,1.325,0.29,31647.0
5239,707.649,240.241,23.223,0.273,1.191,0.281,31648.0
5240,3.728,240.689,23.572,0.117,1.147,0.177,31649.0
5241,67.47,240.792,23.138,0.182,1.179,0.201,31650.0
5242,174.507,240.502,24.334,0.185,1.606,0.209,31651.0
5243,411.817,241.03,20.752,0.021,0.717,0.035,31655.0
5244,414.292,244.061,24.116,0.083,1.264,0.129,31655.01
5245,616.512,240.487,23.696,0.073,1.302,0.117,31657.0
5246,41.626,241.671,19.59,0.04,0.744,0.042,31659.0
5247,151.145,241.56,23.861,0.167,1.231,0.212,31660.0
5248,382.485,242.275,20.802,0.015,0.735,0.019,31661.0
5249,382.871,246.35,23.788,0.195,1.174,0.21,31661.01
5250,60.095,242.925,20.675,0.012,0.692,0.023,31662.0
5251,184.401,242.829,23.891,0.16,1.34,0.176,31663.0
5252,548.398,242.719,20.283,0.066,0.715,0.075,31664.0
5253,92.99,244.09,23.926,0.103,1.393,0.151,31665.0
5254,98.001,244.789,20.344,0.012,0.704,0.045,31665.01
5255,100.976,248.954,20.802,0.014,0.738,0.022,31665.02
5256,139.995,244.374,20.896,0.012,0.806,0.018,31666.0
5257,457.297,243.434,21.141,0.022,0.874,0.028,31668.0
5258,454.238,244.593,23.098,0.084,1.082,0.093,31668.01
5259,569.848,243.965,22.926,0.063,0.966,0.104,31669.0
5260,581.597,243.525,21.179,0.091,0.768,0.094,31670.0
5261,644.085,243.754,21.873,0.022,0.949,0.032,31671.0
5262,113.148,244.921,21.646,0.025,0.785,0.064,31674.0
5263,107.994,247.117,20.433,0.023,0.68,0.033,31674.01
5264,111.109,250.275,22.197,0.069,0.862,0.096,31674.02
5265,187.646,245.027,24.788,0.188,1.56,0.23,31675.0
5266,226.429,244.863,20.478,0.028,0.7,0.035,31676.0
5267,271.931,244.761,23.762,0.052,1.157,0.105,31677.0
5268,280.91,244.805,21.984,0.021,0.87,0.035,31678.0
5269,277.575,245.785,23.472,0.06,1.123,0.116,31678.01
5270,301.158,245.3,22.104,0.056,0.833,0.071,31679.0
5271,304.929,247.129,22.505,0.069,0.954,0.092,31679.01
5272,304.382,248.73,22.505,0.029,1.05,0.11,31679.02
5273,308.564,245.672,19.334,0.011,0.859,0.015,31679.03
5274,322.108,244.738,24.129,0.154,1.359,0.186,31680.0
5275,323.311,248.896,21.945,0.049,0.834,0.056,31680.01
5276,320.184,249.554,22.506,0.047,0.981,0.056,31680.02
5277,322.294,252.789,23.383,0.069,1.165,0.075,31680.03
5278,437.235,244.574,24.534,0.164,1.391,0.19,31681.0
5279,561.68,245.234,23.147,0.082,0.913,0.171,31683.0
5280,67.126,245.404,24.395,0.17,1.423,0.286,31687.0
5281,159.683,247.167,20.737,0.011,0.753,0.018,31692.0
5282,251.239,246.985,20.571,0.021,0.707,0.024,31693.0
5283,235.243,247.746,20.516,0.03,0.714,0.034,31697.0
5284,722.965,248.153,23.187,0.126,1.104,0.133,31699.0
5285,121.96,249.364,22.787,0.036,0.995,0.06,31702.0
5286,195.941,249.267,21.444,0.027,0.767,0.106,31703.0
5287,380.002,248.709,24.249,0.238,1.268,0.306,31706.0
5288,46.326,249.59,20.972,0.029,0.726,0.044,31707.0
5289,41.249,252.949,18.313,0.015,0.938,0.018,31707.01
5290,337.103,249.818,23.359,0.117,1.132,0.124,31710.0
5291,557.249,249.522,25.077,0.12,1.865,0.213,31711.0
5292,19.938,251.119,21.223,0.044,0.857,0.046,31713.0
5293,423.303,250.866,20.954,0.049,0.675,0.125,31714.0
5294,424.584,252.678,23.318,0.0,1.566,0.109,31714.01
5295,463.98,250.56,21.184,0.021,0.772,0.024,31715.0
5296,165.228,252.109,24.017,0.12,1.326,0.152,31716.0
5297,361.565,251.513,23.773,0.111,1.299,0.148,31717.0
5298,478.88,251.694,24.039,0.274,1.241,0.31,31718.0
5299,644.348,252.033,19.883,0.011,0.708,0.017,31719.0
5300,157.913,252.699,22.283,0.057,0.88,0.066,31722.0
5301,262.897,253.379,24.745,0.226,1.543,0.266,31723.0
5302,288.212,252.486,23.988,0.215,1.549,0.222,31725.0
5303,551.435,252.991,25.079,0.233,1.249,0.277,31728.0
5304,67.86,253.938,20.234,0.021,0.681,0.03,31730.0
5305,205.735,254.062,20.749,0.023,0.719,0.038,31731.0
5306,397.871,254.92,22.115,0.056,0.925,0.066,31732.0
5307,395.317,256.479,22.579,0.041,0.964,0.061,31732.01
5308,4.851,255.926,24.763,0.08,1.448,0.165,31734.0
5309,79.209,255.955,19.241,0.007,0.882,0.013,31735.0
5310,84.021,256.131,21.437,0.033,0.809,0.05,31735.01
5311,75.684,260.91,21.258,0.035,0.771,0.045,31735.02
5312,117.502,255.613,22.976,0.132,1.005,0.149,31737.0
5313,448.278,255.785,23.355,0.029,1.103,0.066,31738.0
5314,450.397,259.107,22.083,0.04,0.855,0.053,31738.01
5315,580.9,256.085,20.696,0.021,0.71,0.025,31739.0
5316,692.499,255.494,23.449,0.129,1.042,0.194,31740.0
5317,56.109,256.781,22.975,0.096,1.022,0.115,31743.0
5318,193.105,257.334,20.254,0.016,0.722,0.018,31744.0
5319,222.084,256.729,23.896,0.246,1.301,0.279,31745.0
5320,405.119,257.405,23.532,0.318,1.207,0.327,31747.0
5321,423.374,256.744,23.866,0.08,1.154,0.165,31748.0
5322,423.108,259.357,24.146,0.08,1.242,0.104,31748.01
5323,493.617,256.516,22.797,0.045,1.074,0.06,31749.0
5324,527.449,256.483,19.479,0.009,0.813,0.012,31751.0
5325,523.981,257.514,20.995,0.016,0.753,0.04,31751.01
5326,550.465,256.942,24.192,0.113,1.314,0.499,31752.0
5327,120.959,258.132,22.938,0.058,0.947,0.149,31753.0
5328,381.08,257.86,20.832,0.034,0.76,0.048,31754.0
5329,49.446,259.133,22.292,0.039,1.734,0.048,31757.0
5330,144.163,259.071,21.82,0.033,0.846,0.05,31758.0
5331,225.919,259.186,21.927,0.064,0.916,0.071,31759.0
5332,231.682,258.912,23.288,0.18,1.147,0.181,31760.0
5333,430.224,259.004,24.56,0.275,1.236,0.292,31762.0
5334,680.109,259.029,23.124,0.073,1.04,0.167,31764.0
5335,5.777,259.765,23.093,0.145,1.037,0.152,31766.0
5336,34.003,260.296,22.867,0.066,1.083,0.077,31767.0
5337,510.388,259.552,22.778,0.112,1.058,0.132,31768.0
5338,558.818,260.085,21.746,0.04,0.771,0.073,31769.0
5339,560.107,263.459,22.728,0.034,0.9,0.1,31769.01
5340,417.267,261.139,23.152,0.263,1.137,0.325,31772.0
5341,478.948,261.059,24.322,0.078,1.171,0.178,31773.0
5342,194.974,262.0,24.064,0.089,1.341,0.144,31774.0
5343,210.759,262.186,23.247,0.097,1.143,0.103,31775.0
5344,213.049,264.825,22.731,0.1,1.004,0.102,31775.01
5345,243.902,261.839,24.114,0.192,1.173,0.203,31776.0
5346,248.881,261.876,21.601,0.046,0.793,0.051,31777.0
5347,310.515,262.297,23.32,0.158,1.172,0.175,31778.0
5348,309.794,273.833,21.345,0.038,0.844,0.041,31778.02
5349,467.718,261.614,21.328,0.032,0.812,0.042,31779.0
5350,497.97,261.961,19.403,0.009,0.803,0.019,31780.0
5351,668.081,261.853,24.806,0.271,1.513,0.285,31781.0
5352,713.183,262.122,22.796,0.09,1.036,0.113,31782.0
5353,109.763,262.956,24.744,0.188,1.326,0.26,31783.0
5354,129.404,262.659,22.085,0.035,0.835,0.06,31784.0
5355,161.248,262.75,23.39,0.141,1.196,0.158,31785.0
5356,268.125,263.183,23.937,0.073,1.422,0.094,31786.0
5357,292.521,262.957,24.455,0.327,1.301,0.41,31787.0
5358,292.345,267.136,22.228,0.045,0.878,0.075,31787.01
5359,306.551,263.193,23.739,0.132,1.13,0.15,31788.0
5360,739.057,262.997,21.527,0.046,0.77,0.07,31789.0
5361,92.961,263.729,23.363,0.077,1.104,0.102,31791.0
5362,181.441,263.453,21.403,0.036,0.784,0.042,31792.0
5363,181.696,266.764,22.656,0.026,0.982,0.047,31792.01
5364,687.282,263.811,24.276,0.314,1.36,0.323,31795.0
5365,121.51,264.834,21.36,0.023,0.783,0.028,31797.0
5366,156.163,265.35,24.452,0.166,1.098,0.193,31798.0
5367,454.961,265.115,24.198,0.273,1.282,0.289,31800.0
5368,588.646,264.746,23.852,0.198,1.35,0.2,31801.0
