recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,ID
9277,217.148,380.256,22.283,0.05,0.996,0.148,42548.0
9278,458.252,380.979,21.923,0.027,0.851,0.056,42549.0
9279,538.755,381.192,24.542,0.18,1.281,0.22,42551.0
9280,82.869,381.953,25.157,0.286,1.635,0.307,42553.0
9281,253.071,381.622,21.948,0.18,0.913,0.183,42555.0
9282,287.032,381.911,23.316,0.087,1.055,0.119,42556.0
9283,285.301,384.889,21.832,0.046,0.79,0.072,42556.01
9284,383.054,381.979,20.773,0.018,0.743,0.028,42558.0
9285,387.441,386.649,20.461,0.027,0.734,0.038,42558.02
9286,390.334,388.552,22.761,0.065,0.99,0.074,42558.03
9287,586.078,382.113,24.276,0.167,1.44,0.193,42559.0
9288,697.849,382.111,20.777,0.043,0.727,0.059,42560.0
9289,9.741,382.768,23.646,0.109,1.057,0.246,42561.0
9290,180.783,382.573,23.256,0.176,1.095,0.178,42563.0
9291,178.804,385.587,23.359,0.199,1.144,0.213,42563.01
9292,674.854,383.059,20.202,0.019,0.684,0.085,42564.0
9293,52.02,383.054,25.67,0.0,1.604,0.075,42566.0
9294,53.836,386.62,24.221,0.09,1.203,0.212,42566.01
9295,55.76,390.362,21.058,0.016,0.786,0.025,42566.02
9296,110.914,383.933,17.641,0.009,0.972,0.027,42567.0
9297,208.163,384.336,20.349,0.024,0.702,0.027,42568.0
9298,204.662,387.851,21.382,0.026,0.782,0.028,42568.01
9299,621.596,383.585,19.565,0.013,0.808,0.024,42570.0
9300,622.409,390.102,20.764,0.026,0.741,0.032,42570.01
9301,90.598,384.758,21.943,0.02,0.862,0.027,42573.0
9302,91.716,388.624,22.007,0.031,0.915,0.04,42573.01
9303,91.753,392.394,24.002,0.121,1.246,0.135,42573.02
9304,61.754,385.919,23.3,0.099,1.124,0.111,42576.0
9305,98.424,386.151,24.618,0.146,1.458,0.153,42577.0
9306,154.453,385.421,21.091,0.082,0.825,0.083,42578.0
9307,650.105,393.193,22.172,0.049,0.878,0.067,42582.01
9308,645.954,394.905,23.527,0.096,1.726,0.102,42582.02
9309,70.514,387.264,25.595,0.344,1.365,0.438,42584.0
9310,466.863,386.787,21.21,0.031,0.775,0.044,42587.0
9311,509.74,386.526,22.452,0.067,1.103,0.072,42588.0
9312,166.085,388.181,24.56,0.227,1.494,0.259,42592.0
9313,365.796,388.302,19.554,0.019,0.789,0.02,42594.0
9314,452.617,387.555,21.652,0.042,0.831,0.043,42595.0
9315,494.99,387.762,24.708,0.283,1.497,0.289,42596.0
9316,129.342,388.521,22.185,0.05,0.98,0.075,42599.0
9317,130.6,392.061,22.54,0.053,0.937,0.08,42599.01
9318,133.392,395.879,23.057,0.098,1.081,0.124,42599.02
9319,135.027,398.653,22.505,0.036,0.93,0.058,42599.03
9320,135.987,393.19,23.798,0.155,1.12,0.202,42599.04
9321,134.941,402.346,20.325,0.016,0.684,0.031,42599.05
9322,130.939,406.599,19.552,0.012,0.775,0.018,42599.07
9323,192.449,389.264,22.098,0.086,0.889,0.1,42600.0
9324,304.27,388.578,24.401,0.181,1.317,0.208,42601.0
9325,572.563,388.793,22.377,0.067,0.914,0.077,42603.0
9326,567.535,392.04,20.62,0.013,0.734,0.024,42603.01
9327,570.888,395.888,20.405,0.018,0.714,0.021,42603.02
9328,172.193,389.535,23.439,0.322,1.129,0.342,42608.0
9329,235.165,389.967,23.188,0.071,1.18,0.074,42609.0
9330,243.806,390.912,21.679,0.148,0.811,0.149,42615.0
9331,275.834,390.999,21.72,0.036,0.829,0.044,42616.0
9332,292.724,390.695,20.604,0.019,0.72,0.04,42617.0
9333,293.511,397.314,22.506,0.084,0.939,0.13,42617.01
9334,608.705,393.507,23.126,0.16,1.02,0.174,42618.0
9335,609.215,402.69,20.386,0.024,0.689,0.03,42618.02
9336,536.76,392.053,20.629,0.025,0.723,0.028,42623.0
9337,533.367,394.704,20.545,0.014,0.735,0.024,42623.01
9338,527.826,392.84,20.134,0.014,0.715,0.02,42623.02
9339,586.813,391.851,24.698,0.14,1.376,0.259,42625.0
9340,78.907,392.95,23.652,0.159,1.244,0.195,42629.0
9341,156.962,393.107,21.234,0.089,0.768,0.095,42631.0
9342,252.091,392.975,22.666,0.05,0.999,0.069,42633.0
9343,347.873,392.573,22.632,0.185,0.978,0.202,42634.0
9344,408.387,393.358,23.158,0.037,1.06,0.148,42635.0
9345,443.886,392.535,23.764,0.188,1.108,0.203,42636.0
9346,674.009,393.049,21.806,0.116,0.973,0.235,42639.0
9347,86.883,394.85,24.894,0.352,1.493,0.366,42648.0
9348,398.311,394.802,22.317,0.309,0.946,0.359,42649.0
9349,508.858,394.997,21.895,0.018,0.852,0.031,42650.0
9350,107.467,395.754,21.514,0.029,0.769,0.037,42655.0
9351,143.603,395.348,24.652,0.171,1.699,0.189,42657.0
9352,148.391,397.657,21.405,0.026,0.776,0.037,42657.01
9353,596.13,395.696,23.223,0.123,1.041,0.146,42660.0
9354,214.936,396.65,22.806,0.066,1.028,0.069,42661.0
9355,440.2,396.963,24.493,0.216,1.393,0.28,42664.0
9356,40.921,398.294,24.562,0.133,1.289,0.194,42667.0
9357,53.716,398.273,19.635,0.014,0.74,0.019,42668.0
9358,58.466,397.989,22.651,0.046,0.954,0.073,42668.01
9359,160.874,398.065,22.596,0.08,0.965,0.092,42671.0
9360,158.711,400.778,22.429,0.128,0.982,0.134,42671.01
9361,161.587,400.836,22.236,0.054,1.025,0.067,42671.02
9362,163.931,401.76,21.399,0.046,0.913,0.055,42671.03
9363,166.985,402.235,24.258,0.255,1.381,0.302,42671.04
9364,169.356,404.252,22.055,0.09,0.837,0.098,42671.05
9365,194.55,398.402,24.044,0.118,1.3,0.188,42672.0
9366,195.863,403.35,20.428,0.02,0.707,0.036,42672.01
9367,191.482,403.602,22.592,0.072,0.874,0.124,42672.02
9368,191.7,406.989,24.296,0.286,1.243,0.326,42672.03
9369,193.724,409.461,22.562,0.081,1.026,0.138,42672.04
9370,205.095,397.791,22.425,0.079,0.885,0.085,42673.0
9371,222.847,400.258,20.341,0.03,0.678,0.04,42674.01
9372,227.903,401.652,21.137,0.04,0.73,0.043,42674.02
9373,232.033,404.724,23.522,0.104,1.198,0.119,42674.03
9374,235.364,398.252,22.546,0.042,1.004,0.05,42675.0
9375,320.089,397.807,23.192,0.047,1.098,0.07,42676.0
9376,318.12,402.075,21.706,0.022,0.802,0.036,42676.01
9377,473.057,397.669,21.541,0.024,0.829,0.034,42677.0
9378,472.236,399.823,22.884,0.069,0.991,0.082,42677.01
9379,260.916,398.712,23.969,0.102,1.134,0.19,42681.0
9380,360.939,399.087,22.254,0.035,1.042,0.047,42682.0
9381,489.131,399.28,21.459,0.015,0.897,0.021,42683.0
9382,483.897,401.908,22.389,0.037,1.03,0.05,42683.01
9383,543.297,399.077,22.63,0.056,0.966,0.065,42684.0
9384,93.084,399.803,21.838,0.019,1.605,0.03,42689.0
9385,187.877,399.903,25.018,0.118,1.716,0.154,42690.0
9386,271.696,399.97,22.603,0.162,0.882,0.167,42692.0
9387,657.987,400.01,23.455,0.09,1.299,0.174,42694.0
9388,356.011,400.751,24.125,0.171,1.401,0.189,42698.0
9389,369.749,400.549,20.92,0.029,0.742,0.042,42699.0
9390,373.223,402.07,22.844,0.122,1.074,0.13,42699.01
9391,410.115,401.381,22.874,0.057,0.943,0.127,42700.0
9392,403.79,406.897,18.537,0.014,0.906,0.016,42700.01
9393,330.15,401.793,21.509,0.024,0.824,0.037,42707.0
9394,325.832,404.042,20.735,0.013,0.711,0.02,42707.01
9395,333.913,405.38,21.737,0.02,0.872,0.045,42707.02
9396,336.541,404.731,22.847,0.035,0.979,0.067,42707.03
9397,591.629,402.195,22.181,0.039,0.912,0.046,42710.0
9398,12.216,402.53,19.181,0.02,0.884,0.024,42714.0
9399,7.539,406.179,23.076,0.089,1.03,0.15,42714.01
9400,428.994,402.998,24.98,0.0,0.927,0.087,42716.0
9401,38.528,406.636,21.096,0.019,0.883,0.025,42719.01
9402,112.858,404.155,20.783,0.012,0.74,0.021,42720.0
9403,110.015,409.523,20.717,0.034,0.751,0.063,42720.01
9404,389.055,404.222,23.651,0.103,1.094,0.181,42725.0
9405,434.822,404.252,20.849,0.019,0.755,0.023,42726.0
9406,577.652,403.685,23.368,0.067,1.172,0.08,42727.0
9407,661.663,403.865,22.517,0.093,1.115,0.181,42728.0
9408,71.138,404.814,19.517,0.015,0.767,0.019,42729.0
9409,240.512,404.708,22.805,0.079,1.067,0.093,42731.0
9410,245.353,407.631,20.987,0.016,0.702,0.03,42731.01
9411,239.857,408.704,22.339,0.165,0.841,0.168,42731.02
9412,245.044,410.637,22.941,0.06,0.986,0.063,42731.03
9413,274.574,405.411,23.805,0.094,1.423,0.114,42732.0
9414,360.91,404.959,22.597,0.054,1.002,0.081,42736.0
9415,363.047,406.108,22.589,0.036,0.97,0.057,42736.01
9416,381.818,404.897,21.782,0.021,0.829,0.038,42737.0
9417,450.934,405.451,21.099,0.032,0.778,0.038,42738.0
9418,491.891,404.544,23.089,0.062,1.079,0.073,42739.0
9419,488.967,407.818,23.932,0.127,1.218,0.148,42739.01
9420,752.207,404.812,22.611,0.142,0.951,0.2,42740.0
9421,20.178,405.621,20.954,0.016,0.856,0.017,42742.0
9422,24.37,405.896,23.135,0.085,1.032,0.1,42742.01
9423,122.837,406.229,24.679,0.146,1.362,0.149,42744.0
9424,253.677,405.811,20.881,0.036,0.788,0.041,42747.0
9425,461.855,405.836,24.097,0.144,1.314,0.17,42750.0
9426,461.394,409.799,21.283,0.017,0.847,0.03,42750.01
9427,459.438,413.102,19.481,0.015,0.815,0.019,42750.02
9428,560.298,405.573,20.289,0.011,0.717,0.016,42751.0
9429,697.546,406.011,19.656,0.027,0.758,0.03,42752.0
9430,505.142,407.055,24.114,0.088,1.256,0.116,42757.0
9431,342.554,408.239,24.055,0.142,1.294,0.187,42760.0
9432,77.92,408.973,23.185,0.09,1.178,0.201,42763.0
9433,96.458,409.161,20.151,0.018,0.74,0.027,42764.0
9434,101.406,413.039,21.271,0.022,0.852,0.156,42764.01
9435,8.623,414.181,20.618,0.017,0.685,0.017,42772.0
9436,163.863,410.476,24.224,0.219,1.246,0.257,42774.0
9437,258.226,417.918,19.358,0.012,0.853,0.015,42775.0
9438,251.628,418.579,23.204,0.099,1.085,0.121,42775.01
9439,261.539,422.266,21.673,0.031,0.809,0.037,42775.02
9440,252.044,422.029,24.754,0.287,1.336,0.33,42775.03
9441,264.682,424.879,20.759,0.021,0.703,0.032,42775.04
9442,380.108,410.002,25.072,0.364,1.21,0.38,42776.0
9443,394.683,410.335,22.626,0.086,0.878,0.154,42777.0
9444,529.525,410.088,23.683,0.099,1.15,0.136,42779.0
9445,14.734,410.935,24.047,0.096,1.391,0.108,42780.0
9446,149.562,410.817,23.701,0.101,1.117,0.105,42781.0
9447,199.461,410.792,21.507,0.036,0.675,0.039,42782.0
9448,197.993,414.002,22.066,0.041,0.779,0.043,42782.01
9449,200.876,417.384,19.45,0.011,0.813,0.014,42782.02
9450,207.28,408.96,21.038,0.033,0.756,0.043,42782.03
9451,209.904,409.411,21.622,0.019,0.845,0.033,42782.04
9452,30.845,412.255,20.309,0.015,0.719,0.023,42789.0
9453,270.118,413.167,23.036,0.093,1.119,0.098,42794.0
9454,385.668,413.121,20.466,0.013,0.726,0.018,42795.0
9455,383.789,417.138,19.828,0.017,1.179,0.021,42795.01
9456,622.153,412.895,23.405,0.111,1.172,0.12,42797.0
9457,428.127,414.205,20.743,0.039,0.721,0.045,42800.0
9458,544.918,413.976,23.14,0.051,1.13,0.064,42801.0
9459,557.718,413.99,22.491,0.054,0.938,0.079,42802.0
9460,558.943,417.442,22.705,0.064,0.965,0.086,42802.01
9461,644.427,413.643,24.331,0.077,1.526,0.103,42803.0
9462,660.991,414.034,21.096,0.195,0.725,0.196,42804.0
9463,661.745,417.237,22.657,0.127,1.002,0.132,42804.01
9464,328.456,415.05,22.415,0.046,0.972,0.067,42807.0
9465,327.436,417.853,20.782,0.016,0.725,0.025,42807.01
9466,527.99,415.075,24.858,0.127,1.529,0.17,42808.0
9467,524.454,416.368,20.967,0.014,0.74,0.02,42808.01
9468,599.128,414.497,22.87,0.076,0.996,0.102,42809.0
9469,611.493,414.826,23.526,0.083,1.192,0.091,42810.0
9470,691.124,415.078,23.68,0.137,1.13,0.152,42811.0
9471,694.083,417.024,23.169,0.12,1.087,0.141,42811.01
9472,163.074,416.155,24.047,0.091,1.296,0.281,42815.0
9473,230.987,416.338,20.744,0.009,0.718,0.037,42817.0
9474,344.145,416.385,22.565,0.148,1.06,0.155,42818.0
9475,416.507,415.639,21.275,0.049,0.772,0.072,42819.0
9476,651.187,415.669,21.363,0.006,0.775,0.022,42821.0
9477,187.464,416.806,21.264,0.021,0.747,0.036,42824.0
9478,191.544,417.849,24.198,0.23,1.221,0.239,42824.01
9479,184.867,422.677,19.235,0.014,0.879,0.019,42824.02
9480,288.552,416.91,21.496,0.028,0.808,0.05,42827.0
9481,288.382,420.707,21.511,0.019,0.757,0.038,42827.01
9482,289.941,425.464,21.718,0.039,0.826,0.048,42827.02
9483,302.658,416.85,20.858,0.065,0.702,0.066,42828.0
9484,298.002,421.252,19.257,0.007,0.894,0.018,42828.01
9485,304.649,422.732,21.5,0.049,0.805,0.055,42828.02
9486,306.114,426.806,23.284,0.077,1.112,0.133,42828.03
9487,309.329,425.651,24.219,0.141,1.239,0.181,42828.04
9488,408.051,416.853,23.002,0.064,1.184,0.082,42830.0
9489,62.893,418.019,23.337,0.133,1.014,0.197,42836.0
9490,85.971,417.891,24.694,0.061,1.387,0.133,42837.0
9491,83.892,420.201,22.557,0.556,0.985,0.557,42837.01
9492,105.706,417.912,22.241,0.048,0.932,0.059,42838.0
9493,139.211,417.919,21.336,0.027,0.777,0.035,42839.0
9494,225.215,417.851,24.913,0.163,1.299,0.336,42842.0
9495,350.613,417.636,19.986,0.047,0.73,0.047,42845.0
9496,361.256,417.928,20.387,0.013,0.707,0.019,42846.0
9497,506.563,418.247,21.77,0.066,0.795,0.152,42847.0
9498,583.816,417.306,21.575,0.029,0.812,0.172,42848.0
9499,579.185,421.038,21.23,0.013,0.77,0.085,42848.01
9500,151.851,418.945,18.871,0.019,0.375,0.045,42850.0
9501,158.293,421.043,21.351,0.036,0.723,0.102,42850.01
9502,157.298,423.877,23.742,0.13,1.01,0.209,42850.02
9503,149.738,426.405,22.529,0.077,0.763,0.244,42850.03
9504,155.243,428.488,21.084,0.043,0.7,0.127,42850.04
9505,121.252,420.025,22.081,0.039,0.859,0.048,42855.0
9506,684.032,420.104,22.03,0.026,0.9,0.041,42857.0
9507,11.953,421.292,22.9,0.061,0.97,0.077,42858.0
9508,73.248,420.962,20.872,0.02,0.724,0.026,42859.0
9509,72.915,424.856,21.936,0.025,0.824,0.043,42859.01
9510,128.179,421.881,24.229,0.085,1.377,0.138,42865.0
9511,369.497,421.781,21.118,0.018,0.84,0.057,42868.0
9512,511.966,421.506,23.877,0.175,1.165,0.19,42869.0
9513,606.143,421.522,23.767,0.082,1.187,0.094,42870.0
9514,608.675,424.37,23.988,0.198,1.506,0.204,42870.01
9515,111.46,423.644,22.85,0.036,1.008,0.05,42877.0
9516,379.526,424.149,23.201,0.089,1.055,0.095,42880.0
9517,395.012,423.733,24.479,0.204,1.226,0.32,42881.0
9518,443.265,423.998,22.988,0.056,1.036,0.083,42882.0
9519,106.431,424.689,23.203,0.085,1.122,0.096,42886.01
9520,589.667,425.271,24.374,0.105,2.1,0.123,42890.0
9521,195.17,426.47,20.238,0.018,0.74,0.024,42894.0
9522,136.296,426.92,23.054,0.045,2.653,0.05,42899.0
9523,138.846,430.331,23.844,0.109,1.211,0.131,42899.01
9524,134.59,431.353,20.948,0.019,0.846,0.025,42899.02
9525,252.288,426.703,23.23,0.076,1.172,0.09,42900.0
9526,404.816,427.021,23.624,0.141,1.187,0.151,42902.0
9527,531.186,427.22,23.875,0.16,1.206,0.19,42903.0
9528,742.998,427.36,22.956,0.113,0.982,0.171,42904.0
9529,80.897,428.012,24.529,0.129,1.158,0.235,42906.0
9530,339.072,427.565,22.979,0.092,1.0,0.096,42908.0
9531,281.392,429.119,20.139,0.014,0.673,0.042,42912.0
9532,397.833,429.479,23.285,0.264,1.123,0.355,42914.0
9533,448.273,429.182,22.917,0.065,1.053,0.082,42915.0
9534,560.775,429.254,24.154,0.062,1.159,0.108,42916.0
9535,556.925,430.287,19.829,0.009,0.754,0.02,42916.01
9536,603.217,428.436,23.123,0.06,1.114,0.08,42917.0
9537,102.098,429.729,24.279,0.221,1.407,0.231,42919.0
9538,246.752,429.861,23.501,0.081,1.176,0.157,42922.0
9539,245.979,432.504,21.53,0.035,0.785,0.046,42922.01
9540,239.467,435.383,19.508,0.014,0.763,0.017,42922.02
9541,236.051,437.547,21.668,0.044,0.958,0.052,42922.03
9542,295.954,430.032,22.923,0.051,1.002,0.071,42923.0
9543,549.99,429.938,24.307,0.194,1.175,0.219,42924.0
9544,549.389,433.53,22.133,0.037,0.847,0.048,42924.01
9545,550.35,435.91,23.019,0.057,1.039,0.071,42924.02
9546,609.728,429.914,23.236,0.061,1.121,0.081,42926.0
9547,611.473,432.41,23.427,0.064,1.09,0.09,42926.01
9548,111.607,430.568,21.437,0.026,0.775,0.033,42930.0
9549,230.103,430.744,21.884,0.025,0.847,0.04,42933.0
9550,228.799,434.466,22.439,0.031,0.964,0.044,42933.01
9551,476.777,431.479,22.912,0.067,0.998,0.091,42934.0
9552,512.725,430.746,21.766,0.133,0.921,0.135,42935.0
9553,627.554,430.764,21.948,0.077,0.884,0.091,42936.0
9554,626.007,435.964,21.69,0.047,0.9,0.051,42936.01
9555,620.533,436.786,22.031,0.087,0.921,0.091,42936.02
9556,26.139,431.872,22.532,0.119,0.895,0.249,42939.0
9557,160.81,431.553,24.026,0.153,1.294,0.237,42940.0
9558,162.603,434.721,21.529,0.042,0.839,0.057,42940.01
9559,82.285,432.744,23.161,0.17,1.095,0.182,42943.0
9560,80.779,436.845,22.167,0.078,0.878,0.127,42943.01
9561,74.717,440.939,18.522,0.008,0.938,0.016,42943.02
9562,78.837,436.31,21.729,0.03,0.906,0.048,42943.03
9563,82.544,443.967,20.17,0.019,0.677,0.024,42943.04
9564,72.24,443.145,21.189,0.057,0.894,0.069,42943.05
9565,78.893,443.864,21.236,0.021,0.774,0.053,42943.06
9566,71.352,435.457,18.577,0.015,0.948,0.043,42943.07
9567,78.947,450.115,22.296,0.047,0.775,0.089,42943.08
9568,75.19,454.36,19.82,0.019,0.733,0.036,42943.09
9569,50.121,433.701,21.738,0.034,0.827,0.046,42945.0
9570,43.858,437.465,24.987,0.2,1.918,0.215,42945.01
9571,292.945,433.911,24.525,0.18,1.258,0.244,42948.0
9572,494.789,433.966,20.527,0.027,0.722,0.04,42949.0
9573,749.946,434.269,19.779,0.016,0.741,0.024,42951.0
9574,185.715,435.049,22.744,0.067,1.026,0.101,42954.0
9575,185.994,440.364,22.086,0.036,0.828,0.095,42954.01
9576,520.83,436.004,24.661,0.063,1.56,0.165,42961.0
9577,462.045,436.861,20.271,0.011,0.676,0.043,42974.0
9578,456.653,446.752,24.608,0.302,1.468,0.319,42974.01
9579,482.629,437.249,22.4,0.041,0.89,0.09,42975.0
9580,704.142,436.693,22.933,0.089,0.96,0.093,42978.0
9581,124.715,438.006,24.268,0.22,1.264,0.242,42982.0
9582,137.672,437.561,22.899,0.053,1.012,0.087,42983.0
9583,179.058,438.09,21.364,0.028,0.846,0.04,42984.0
9584,304.14,438.423,20.418,0.007,0.699,0.021,42985.0
9585,99.298,442.436,20.193,0.015,0.717,0.019,42987.01
9586,102.741,444.184,25.464,0.022,1.643,0.164,42987.02
9587,101.51,447.851,24.091,0.104,1.231,0.114,42987.03
9588,130.587,438.502,23.375,0.088,1.146,0.097,42988.0
9589,411.916,439.314,22.633,0.07,2.156,0.084,42990.0
9590,55.673,439.74,23.184,0.053,1.127,0.081,42992.0
9591,59.342,439.926,21.438,0.035,0.781,0.049,42992.01
9592,60.238,442.992,22.162,0.025,0.858,0.035,42992.02
9593,362.366,440.329,20.368,0.017,0.714,0.027,42995.0
9594,660.775,439.713,20.596,0.05,0.724,0.053,42997.0
9595,204.575,441.138,21.268,0.027,0.83,0.034,42999.0
9596,533.8,441.725,18.5,0.007,0.248,0.015,43002.0
9597,641.503,441.817,23.246,0.058,1.063,0.069,43003.0
9598,18.967,443.734,24.246,0.149,1.241,0.241,43008.0
9599,15.588,446.959,22.274,0.058,0.891,0.09,43008.01
9600,133.651,444.064,21.072,0.017,0.755,0.033,43012.0
9601,134.103,448.863,24.199,0.08,1.163,0.16,43012.01
9602,244.015,445.864,20.105,0.006,0.702,0.012,43013.01
9603,298.802,443.593,22.297,0.038,0.903,0.132,43014.0
9604,552.964,443.599,23.194,0.104,1.571,0.135,43015.0
9605,268.469,444.788,22.736,0.097,0.997,0.131,43018.0
9606,343.44,444.928,23.214,0.094,1.16,0.231,43019.0
9607,343.942,450.033,21.186,0.017,0.793,0.028,43019.01
9608,353.618,445.464,22.026,0.029,0.84,0.107,43020.0
9609,418.696,444.621,24.181,0.113,1.365,0.151,43023.0
9610,35.603,445.865,22.326,0.022,0.942,0.036,43025.0
9611,167.69,449.457,20.307,0.021,0.689,0.037,43026.01
9612,222.767,446.184,23.092,0.206,1.327,0.21,43027.0
9613,225.413,445.489,23.88,0.325,1.235,0.333,43027.01
9614,319.979,446.343,22.921,0.043,1.071,0.057,43030.0
9615,150.675,446.899,20.928,0.042,0.735,0.048,43036.0
9616,153.717,450.895,22.064,0.032,0.684,0.055,43036.01
9617,157.094,452.822,23.601,0.102,0.816,0.183,43036.02
9618,311.325,450.927,23.281,0.065,1.067,0.076,43037.01
9619,600.109,447.384,19.277,0.014,0.855,0.02,43040.0
9620,606.929,447.007,24.001,0.146,1.281,0.174,43040.01
9621,337.559,449.171,21.942,0.029,0.845,0.091,43047.0
9622,612.17,449.15,23.038,0.158,1.079,0.167,43049.0
9623,677.469,448.552,20.715,0.015,0.746,0.025,43050.0
9624,682.468,448.825,24.305,0.044,1.821,0.078,43050.01
9625,208.196,450.335,22.715,0.102,1.033,0.109,43053.0
9626,277.696,450.441,18.972,0.011,0.912,0.014,43054.0
9627,270.894,451.946,21.394,0.04,0.837,0.048,43054.01
9628,273.976,456.875,21.658,0.06,0.808,0.062,43054.02
9629,272.495,462.849,19.832,0.015,0.787,0.052,43054.03
9630,271.74,464.404,21.366,0.064,0.726,0.075,43054.04
9631,566.18,450.107,23.668,0.114,1.149,0.178,43056.0
9632,702.865,450.395,19.809,0.015,0.739,0.018,43057.0
9633,703.917,459.829,18.545,0.023,0.932,0.033,43057.01
9634,734.929,449.815,21.437,0.026,0.812,0.074,43058.0
9635,108.964,450.882,23.412,0.1,1.15,0.126,43059.0
9636,221.993,450.804,23.844,0.103,1.151,0.133,43061.0
9637,366.119,451.079,21.138,0.018,0.788,0.094,43063.0
9638,471.595,450.513,23.667,0.126,1.291,0.159,43064.0
9639,645.066,450.655,19.944,0.017,0.736,0.024,43065.0
9640,646.817,455.136,23.595,0.138,1.169,0.145,43065.01
9641,647.316,458.855,24.034,0.087,1.227,0.098,43065.02
9642,138.495,452.457,23.317,0.065,1.217,0.085,43068.0
9643,376.049,453.32,23.09,0.12,1.103,0.14,43070.01
9644,117.228,453.026,23.571,0.08,1.177,0.096,43072.0
9645,201.764,452.63,24.624,0.289,1.354,0.311,43074.0
9646,289.481,452.875,23.086,0.195,1.102,0.197,43075.0
9647,295.234,452.884,21.124,0.049,0.722,0.051,43075.01
9648,442.148,453.261,21.842,0.025,0.866,0.035,43079.0
9649,328.945,454.091,23.927,0.064,1.144,0.19,43081.0
9650,415.128,453.751,22.37,0.035,1.018,0.046,43082.0
9651,486.595,454.191,19.067,0.018,0.726,0.023,43083.0
9652,166.004,454.542,23.853,0.113,1.044,0.163,43087.0
9653,634.023,455.453,20.883,0.011,0.739,0.023,43088.0
9654,48.526,455.682,24.089,0.204,1.427,0.211,43091.0
9655,102.558,456.361,24.815,0.205,1.61,0.215,43092.0
9656,305.082,455.839,22.14,0.03,0.879,0.166,43093.0
9657,422.205,455.95,23.746,0.115,1.227,0.145,43094.0
9658,95.435,457.356,20.821,0.025,0.692,0.036,43098.0
9659,110.68,456.579,24.188,0.074,1.331,0.108,43099.0
9660,107.117,458.541,21.905,0.191,0.96,0.192,43099.01
9661,126.12,456.995,23.796,0.101,1.233,0.132,43100.0
9662,149.92,456.722,22.055,0.033,0.838,0.072,43101.0
9663,170.847,456.699,22.101,0.071,0.911,0.083,43102.0
9664,173.688,458.878,20.494,0.026,0.737,0.038,43102.01
9665,173.214,456.572,22.195,0.067,0.894,0.126,43102.02
9666,231.882,457.265,21.406,0.014,0.8,0.04,43103.0
9667,22.288,458.419,23.898,0.133,1.232,0.751,43107.0
9668,564.241,457.609,22.884,0.065,1.091,0.12,43111.0
9669,566.197,460.272,23.607,0.126,1.18,0.148,43111.01
9670,562.448,463.283,23.995,0.129,1.393,0.14,43111.02
9671,565.624,467.129,21.559,0.029,0.845,0.1,43111.03
9672,571.066,470.025,22.678,0.025,1.027,0.066,43111.04
9673,159.966,458.646,23.021,0.084,0.947,0.179,43113.0
9674,41.837,459.848,21.575,0.027,0.805,0.047,43118.0
9675,300.893,459.749,22.395,0.024,0.933,0.061,43119.0
9676,490.144,462.349,22.315,0.031,0.917,0.063,43120.01
9677,750.659,459.313,23.889,0.194,1.198,0.55,43123.0
9678,6.629,461.303,22.718,0.071,0.916,0.146,43125.0
9679,10.396,463.492,21.074,0.047,0.783,0.053,43125.01
9680,18.076,461.284,23.985,0.193,1.527,0.203,43126.0
9681,745.009,465.939,21.693,0.052,0.826,0.056,43129.01
9682,746.391,469.545,21.147,0.022,0.795,0.038,43129.02
