recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,B-V,e_B-V,ID
7022,383.637,905.014,20.543,0.048,0.598,0.069,0.506,0.062,7088.0
7023,366.606,905.245,20.637,0.017,0.747,0.035,0.523,0.023,7089.0
7024,239.362,905.365,21.612,0.027,0.846,0.058,0.564,0.037,7090.0
7025,762.917,905.861,21.064,0.024,0.794,0.043,0.576,0.029,7091.0
7026,754.824,906.278,19.549,0.007,0.797,0.014,0.562,0.009,7092.0
7027,652.642,907.654,20.567,0.073,0.386,0.08,0.533,0.104,7093.0
7028,863.563,907.881,21.574,0.036,0.783,0.056,0.635,0.052,7095.0
7029,844.887,908.606,20.785,0.025,0.743,0.036,0.538,0.038,7096.0
7030,284.631,910.133,21.864,0.043,0.894,0.067,0.571,0.057,7097.0
7031,368.991,910.387,19.185,0.012,0.895,0.022,0.687,0.016,7098.0
7032,759.912,910.575,19.595,0.008,0.805,0.018,0.541,0.009,7099.0
7033,303.905,911.072,19.122,0.059,0.65,0.1,0.503,0.074,7100.0
7034,670.218,911.466,18.952,0.009,0.896,0.013,0.694,0.011,7101.0
7035,813.181,912.717,20.419,0.014,0.748,0.022,0.589,0.02,7102.0
7036,937.799,914.034,19.708,0.012,0.694,0.017,0.505,0.018,7104.0
7037,823.614,914.435,20.295,0.03,0.769,0.06,0.433,0.048,7105.0
7038,510.477,914.575,19.413,0.017,0.81,0.028,0.574,0.021,7107.0
7039,526.059,915.454,20.437,0.045,0.721,0.076,0.497,0.059,7108.0
7040,29.663,916.155,21.1,0.029,0.752,0.047,0.588,0.043,7109.0
7041,680.452,916.476,20.561,0.039,0.751,0.063,0.649,0.046,7110.0
7042,807.845,917.038,21.243,0.025,0.776,0.044,0.628,0.038,7111.0
7043,660.322,917.204,21.593,0.055,0.814,0.073,0.715,0.077,7112.0
7044,700.88,920.25,20.942,0.035,0.661,0.048,0.479,0.048,7114.0
7045,774.071,917.096,21.145,0.027,1.159,0.038,1.03,0.041,7115.0
7046,847.166,917.737,21.626,0.034,0.805,0.058,0.791,0.051,7117.0
7047,435.111,918.296,21.124,0.025,0.76,0.048,0.543,0.032,7118.0
7048,552.995,918.422,21.747,0.061,0.761,0.094,0.536,0.081,7119.0
7049,1001.6,919.945,21.7,0.037,0.902,0.055,0.537,0.053,7120.0
7050,976.485,920.403,21.284,0.021,0.696,0.043,0.597,0.032,7121.0
7051,716.308,920.428,20.405,0.016,0.884,0.026,0.693,0.022,7122.0
7052,695.209,920.717,21.404,0.036,0.796,0.063,0.577,0.046,7123.0
7053,531.767,920.984,18.765,0.006,0.959,0.013,0.695,0.008,7124.0
7054,604.912,921.237,20.563,0.05,0.714,0.091,0.588,0.065,7125.0
7055,736.165,921.827,17.161,0.005,0.138,0.009,0.058,0.006,7126.0
7056,559.114,922.059,20.943,0.027,0.787,0.057,0.685,0.036,7127.0
7057,329.5,923.928,21.708,0.054,0.895,0.069,0.36,0.073,7129.0
7058,837.073,923.389,21.586,0.039,0.825,0.054,0.603,0.048,7131.0
7059,998.864,923.717,21.032,0.054,0.709,0.068,0.615,0.077,7132.0
7060,275.435,923.348,20.96,0.03,0.826,0.047,0.562,0.039,7133.0
7061,256.387,923.739,20.097,0.017,0.732,0.037,0.518,0.024,7134.0
7062,254.238,926.592,20.341,0.013,0.679,0.026,0.448,0.024,7135.0
7063,754.563,924.627,20.129,0.013,0.709,0.023,0.452,0.018,7136.0
7064,573.877,925.834,21.546,0.039,1.022,0.058,0.824,0.052,7138.0
7065,771.22,926.142,21.951,0.039,0.923,0.067,0.672,0.06,7139.0
7066,705.006,926.42,20.476,0.036,0.716,0.043,0.409,0.044,7140.0
7067,699.373,928.306,21.211,0.044,0.733,0.074,0.487,0.057,7141.0
7068,758.975,929.204,20.165,0.01,0.695,0.02,0.524,0.016,7142.0
7069,680.638,929.157,21.833,0.04,0.89,0.07,0.379,0.049,7143.0
7070,108.133,928.974,20.436,0.035,0.656,0.052,0.471,0.046,7144.0
7071,655.028,929.64,21.205,0.024,0.718,0.042,0.511,0.035,7145.0
7072,383.209,929.784,20.039,0.064,0.564,0.066,0.418,0.086,7146.0
7073,231.545,931.965,20.319,0.063,0.4,0.07,0.374,0.087,7147.0
7074,763.928,930.055,21.716,0.055,0.884,0.089,0.588,0.072,7148.0
7075,445.184,931.524,20.872,0.033,0.718,0.062,0.554,0.047,7149.0
7076,352.801,932.266,21.303,0.05,0.767,0.074,0.551,0.063,7150.0
7077,339.672,933.891,21.429,0.032,0.792,0.051,0.512,0.045,7151.0
7078,680.747,934.508,21.316,0.03,0.884,0.046,0.593,0.038,7152.0
7079,316.207,934.623,21.836,0.039,0.933,0.065,0.53,0.054,7153.0
7080,659.01,935.795,20.215,0.019,0.7,0.031,0.464,0.028,7155.0
7081,699.6,936.452,21.847,0.037,0.923,0.067,0.596,0.05,7157.0
7082,689.752,936.93,20.675,0.02,0.678,0.033,0.561,0.024,7158.0
7083,121.221,936.83,21.075,0.029,0.753,0.052,0.583,0.038,7159.0
7084,275.682,937.086,21.808,0.046,0.805,0.08,0.583,0.058,7160.0
7085,537.641,937.253,19.224,0.023,0.813,0.029,0.587,0.057,7161.0
7086,510.565,937.435,20.704,0.019,0.717,0.039,0.549,0.029,7162.0
7087,328.339,937.475,21.326,0.076,0.752,0.119,0.767,0.094,7163.0
7088,391.153,938.56,19.893,0.017,0.735,0.029,0.524,0.024,7164.0
7089,684.564,938.641,20.068,0.011,0.723,0.019,0.496,0.016,7165.0
7090,415.275,939.528,21.382,0.026,0.811,0.051,0.631,0.038,7166.0
7091,304.009,941.139,20.533,0.039,0.72,0.074,0.544,0.061,7167.0
7092,191.417,941.378,20.856,0.015,0.695,0.034,0.373,0.061,7168.0
7093,373.57,941.834,21.233,0.059,0.699,0.095,0.568,0.078,7170.0
7094,522.103,942.057,20.692,0.018,0.751,0.039,0.787,0.076,7171.0
7095,525.355,942.274,20.866,0.021,1.676,0.027,1.452,0.051,7172.0
7096,600.962,942.986,21.64,0.039,0.866,0.061,0.363,0.078,7174.0
7097,466.782,943.207,16.666,0.004,0.415,0.009,0.215,0.005,7176.0
7098,55.728,943.134,17.631,0.007,0.988,0.016,0.767,0.009,7177.0
7099,691.235,943.956,21.554,0.035,0.681,0.076,0.64,0.049,7178.0
7100,631.849,944.265,20.509,0.021,0.726,0.051,0.568,0.034,7179.0
7101,379.232,944.148,21.316,0.051,0.886,0.095,0.624,0.071,7180.0
7102,497.205,944.227,19.745,0.011,0.781,0.028,0.485,0.015,7181.0
7103,536.145,944.531,21.713,0.045,0.765,0.088,0.588,0.063,7182.0
7104,684.84,948.904,20.57,0.019,0.702,0.028,0.49,0.023,7183.0
7105,330.133,948.671,20.175,0.057,0.64,0.08,0.571,0.062,7184.0
7106,428.687,949.916,21.168,0.031,0.855,0.052,0.544,0.045,7185.0
7107,254.218,949.393,21.188,0.057,1.138,0.071,1.013,0.069,7186.0
7108,914.805,950.887,21.172,0.038,0.682,0.062,0.577,0.046,7187.0
7109,416.107,951.285,20.913,0.049,0.808,0.069,0.669,0.063,7188.0
7110,492.423,953.451,20.543,0.07,0.434,0.075,0.418,0.088,7189.0
7111,746.595,955.065,20.025,0.037,0.583,0.051,0.479,0.051,7190.0
7112,422.37,954.169,18.318,0.06,1.307,0.091,1.266,0.081,7191.0
7113,445.302,956.099,21.707,0.043,0.876,0.068,0.561,0.062,7192.0
7114,343.199,958.347,19.564,0.017,0.742,0.024,0.542,0.026,7193.0
7115,515.137,958.821,19.172,0.009,0.92,0.012,0.669,0.013,7194.0
7116,674.366,961.146,21.338,0.037,0.741,0.052,0.51,0.051,7195.0
7117,321.696,961.58,21.628,0.045,0.87,0.073,0.564,0.064,7196.0
7118,785.278,962.241,20.841,0.024,0.697,0.036,0.532,0.035,7197.0
7119,690.289,964.305,21.022,0.024,0.791,0.038,0.489,0.035,7198.0
7120,437.308,965.01,20.151,0.014,0.7,0.033,0.509,0.018,7199.0
7121,523.936,965.42,20.939,0.021,0.689,0.042,0.494,0.028,7200.0
7122,424.396,965.597,19.939,0.026,0.699,0.049,0.56,0.033,7201.0
7123,413.89,967.496,20.699,0.017,0.751,0.029,0.509,0.023,7202.0
7124,467.89,967.548,18.399,0.009,0.955,0.012,0.725,0.013,7203.0
7125,875.979,967.869,22.038,0.038,0.964,0.074,0.656,0.06,7204.0
7126,552.627,969.737,20.909,0.024,0.727,0.035,0.536,0.03,7205.0
7127,619.312,970.29,20.965,0.02,0.727,0.031,0.518,0.029,7206.0
7128,909.676,970.519,21.609,0.039,0.811,0.057,0.628,0.052,7207.0
7129,860.64,971.389,20.89,0.044,0.618,0.064,0.733,0.052,7208.0
7130,850.699,976.345,20.152,0.033,0.628,0.045,0.502,0.04,7209.0
7131,628.959,976.929,20.844,0.062,0.623,0.071,0.652,0.074,7210.0
7132,215.94,977.235,21.179,0.046,1.439,0.066,0.982,0.059,7211.0
7133,687.72,979.289,20.082,0.01,0.746,0.021,0.42,0.016,7212.0
7134,10.164,979.383,19.441,0.013,0.805,0.028,0.562,0.016,7214.0
7135,992.378,979.746,18.295,0.008,0.849,0.014,0.685,0.011,7215.0
7136,726.193,979.76,20.248,0.036,0.822,0.065,0.609,0.051,7216.0
7137,858.365,981.002,19.811,0.021,0.667,0.025,0.554,0.023,7217.0
7138,880.451,980.402,22.061,0.05,0.83,0.092,0.714,0.073,7218.0
7139,491.802,980.297,21.837,0.034,0.939,0.063,0.577,0.051,7219.0
7140,416.569,982.06,21.087,0.049,1.393,0.069,1.104,0.092,7220.0
7141,175.943,982.011,21.413,0.041,0.692,0.059,0.6,0.055,7221.0
7142,949.945,988.712,19.976,0.012,0.809,0.018,0.648,0.018,7223.0
7143,947.646,990.571,19.729,0.01,0.901,0.016,0.671,0.014,7224.0
7144,80.866,988.613,19.937,0.028,0.697,0.043,0.505,0.038,7225.0
7145,601.15,988.794,21.515,0.043,0.888,0.071,0.555,0.053,7226.0
7146,607.24,989.278,19.846,0.016,0.706,0.023,0.511,0.021,7227.0
7147,924.378,995.122,20.319,0.014,0.779,0.029,0.432,0.019,7228.0
7148,395.481,996.122,20.555,0.035,0.588,0.042,0.675,0.038,7229.0
7149,398.508,998.171,20.505,0.02,0.797,0.028,0.474,0.026,7230.0
7150,701.364,999.507,20.835,0.029,0.759,0.046,0.552,0.034,7231.0
7151,185.803,1002.69,20.272,0.013,0.701,0.027,0.516,0.018,7233.0
7152,656.193,1005.38,19.433,0.016,0.782,0.022,0.612,0.023,7235.0
7153,496.601,1006.69,21.636,0.033,0.899,0.065,0.561,0.047,7236.0
7154,606.224,1006.79,20.952,0.018,0.864,0.038,0.539,0.026,7237.0
7155,598.84,1007.05,20.191,0.015,0.686,0.031,0.444,0.025,7238.0
7156,346.36,6.879,20.742,0.025,0.763,0.056,0.506,0.035,7240.0
7157,165.262,8.371,20.448,0.018,0.67,0.034,0.522,0.027,7241.0
7158,554.206,16.415,18.983,0.02,0.862,0.028,0.636,0.028,7242.0
7159,334.316,21.918,16.887,0.006,0.139,0.012,0.001,0.013,7243.0
7160,714.609,29.076,20.544,0.029,0.714,0.045,0.523,0.037,7244.0
7161,985.531,29.184,20.091,0.013,0.631,0.026,0.477,0.02,7245.0
7162,233.268,29.352,20.504,0.027,0.613,0.047,0.532,0.032,7246.0
7163,205.344,35.169,17.558,0.005,0.701,0.013,0.55,0.006,7247.0
7164,517.245,45.246,20.598,0.035,0.651,0.059,0.514,0.049,7248.0
7165,400.5,65.81,20.881,0.032,0.717,0.071,0.491,0.045,7249.0
7166,904.081,70.64,20.802,0.025,2.14,0.031,1.272,0.054,7251.0
7167,155.153,75.3,16.357,0.004,0.559,0.013,0.421,0.006,7252.0
7168,404.037,78.851,20.326,0.042,0.612,0.061,0.459,0.062,7253.0
7169,400.903,82.252,20.181,0.039,0.616,0.052,0.473,0.046,7254.0
7170,320.081,89.858,21.446,0.032,0.954,0.071,0.645,0.047,7255.0
7171,761.14,95.131,20.744,0.057,0.805,0.094,0.511,0.075,7257.0
7172,67.179,95.136,16.399,0.005,1.035,0.015,0.878,0.007,7258.0
7173,14.547,97.673,20.759,0.026,0.789,0.058,0.56,0.029,7259.0
7174,510.042,98.27,20.406,0.023,0.703,0.047,0.516,0.032,7260.0
7175,633.445,99.833,20.443,0.016,0.711,0.026,0.487,0.021,7261.0
7176,410.079,103.393,21.235,0.046,0.761,0.08,0.746,0.069,7262.0
7177,392.284,103.388,20.26,0.021,0.946,0.03,0.75,0.041,7263.0
7178,663.882,103.75,19.676,0.039,0.612,0.07,0.454,0.052,7264.0
7179,485.164,116.349,18.341,0.011,0.911,0.019,0.705,0.015,7265.0
7180,930.379,121.544,20.334,0.017,0.606,0.025,0.529,0.022,7266.0
7181,793.032,123.621,19.24,0.037,0.752,0.047,0.75,0.037,7267.0
7182,210.99,124.454,17.334,0.008,0.797,0.019,0.63,0.01,7268.0
7183,850.775,141.655,21.226,0.051,0.662,0.088,0.621,0.073,7271.0
7184,573.211,149.449,20.471,0.056,0.654,0.082,0.489,0.071,7272.0
7185,393.397,150.154,20.919,0.035,0.695,0.055,0.48,0.052,7273.0
7186,479.038,158.156,17.998,0.036,0.747,0.037,0.913,0.043,7274.0
7187,702.921,156.595,21.796,0.04,0.779,0.066,0.639,0.06,7275.0
7188,837.106,157.604,21.39,0.044,0.758,0.081,0.641,0.055,7276.0
7189,857.841,163.732,21.296,0.045,0.788,0.073,0.633,0.061,7277.0
7190,572.377,168.133,21.076,0.028,0.766,0.049,0.5,0.036,7278.0
7191,487.826,169.425,20.996,0.085,0.237,0.099,0.698,0.11,7279.0
7192,637.803,180.692,21.654,0.028,0.811,0.063,0.592,0.043,7280.0
7193,299.812,184.793,20.497,0.016,0.749,0.024,0.571,0.023,7281.0
7194,711.204,184.937,20.531,0.04,0.691,0.059,0.506,0.052,7282.0
7195,430.529,196.682,16.236,0.003,1.116,0.016,0.862,0.006,7283.0
7196,678.723,197.976,21.676,0.037,0.863,0.085,0.367,0.092,7284.0
7197,766.169,199.079,20.218,0.026,0.69,0.052,0.509,0.036,7285.0
7198,963.501,203.479,21.116,0.051,0.773,0.105,0.535,0.062,7286.0
7199,320.854,203.864,20.421,0.016,0.731,0.037,0.498,0.021,7287.0
7200,143.028,207.011,18.523,0.025,1.12,0.039,0.967,0.037,7288.0
7201,592.258,208.456,20.97,0.038,0.74,0.058,0.492,0.049,7289.0
7202,599.21,209.451,21.559,0.075,0.729,0.106,0.49,0.091,7290.0
7203,410.677,216.578,19.562,0.032,0.668,0.051,0.511,0.043,7291.0
7204,232.702,221.727,21.198,0.028,0.745,0.056,0.573,0.034,7293.0
7205,344.446,223.278,19.126,0.014,0.809,0.027,0.59,0.025,7294.0
7206,79.504,226.228,19.906,0.073,0.299,0.078,0.461,0.101,7295.0
7207,490.233,227.437,18.246,0.007,0.918,0.014,0.792,0.011,7296.0
7208,705.265,229.877,19.98,0.025,0.657,0.058,0.466,0.032,7297.0
7209,793.148,234.129,20.797,0.046,0.546,0.064,0.484,0.067,7298.0
7210,554.056,236.685,20.136,0.016,0.695,0.025,0.499,0.019,7299.0
7211,411.306,242.261,20.658,0.035,0.758,0.063,0.372,0.081,7300.0
7212,737.389,253.84,19.723,0.008,0.752,0.015,0.443,0.028,7302.0
7213,116.299,257.074,21.041,0.047,0.798,0.088,0.577,0.06,7306.0
7214,808.408,263.534,20.839,0.018,1.255,0.038,1.083,0.028,7307.0
7215,494.262,264.372,20.03,0.051,1.053,0.07,0.709,0.074,7308.0
7216,168.591,264.781,21.161,0.04,0.816,0.061,0.589,0.051,7309.0
7217,340.185,265.266,19.684,0.031,0.694,0.059,0.501,0.042,7310.0
7218,516.176,265.244,20.989,0.045,0.828,0.084,0.726,0.064,7311.0
7219,420.611,266.771,18.973,0.011,0.811,0.042,0.264,0.015,7312.0
7220,457.903,267.185,20.713,0.023,0.79,0.036,0.454,0.033,7313.0
7221,470.166,271.393,18.094,0.007,0.978,0.011,0.819,0.019,7315.0
7222,343.434,268.923,20.677,0.054,0.619,0.102,0.489,0.072,7316.0
7223,442.805,269.121,20.137,0.014,0.668,0.023,0.543,0.02,7317.0
7224,526.462,269.622,19.611,0.019,0.65,0.042,0.476,0.025,7318.0
7225,820.978,272.402,21.318,0.045,0.69,0.112,0.574,0.063,7319.0
7226,205.26,273.768,19.66,0.013,0.705,0.031,0.504,0.018,7320.0
7227,980.872,279.579,19.943,0.023,0.63,0.035,0.505,0.032,7322.0
7228,506.616,276.822,20.751,0.054,0.723,0.091,0.402,0.071,7323.0
7229,709.898,279.956,20.872,0.037,0.691,0.064,0.545,0.044,7324.0
7230,77.221,280.48,21.496,0.048,0.797,0.093,0.503,0.125,7325.0
7231,319.359,281.33,20.591,0.071,0.627,0.105,0.544,0.1,7326.0
7232,480.227,282.226,19.227,0.038,0.729,0.04,0.601,0.058,7327.0
7233,675.269,282.246,20.705,0.071,0.59,0.108,0.569,0.093,7328.0
7234,810.352,286.94,20.805,0.03,0.637,0.039,0.538,0.038,7329.0
7235,508.681,285.68,20.814,0.047,0.74,0.099,0.586,0.063,7331.0
7236,264.856,290.045,19.228,0.029,0.758,0.04,0.58,0.042,7332.0
7237,593.708,290.269,18.883,0.059,0.579,0.077,0.58,0.077,7333.0
7238,392.32,297.582,19.936,0.047,0.592,0.097,0.528,0.06,7334.0
7239,527.257,298.229,18.913,0.015,1.533,0.017,1.169,0.034,7335.0
7240,587.331,299.551,16.958,0.032,0.084,0.036,0.086,0.041,7336.0
7241,375.643,309.427,19.673,0.029,0.735,0.041,0.47,0.034,7338.0
7242,525.642,311.177,18.957,0.025,0.344,0.034,0.268,0.033,7340.0
7243,499.91,308.716,20.089,0.033,0.669,0.063,0.467,0.044,7341.0
7244,361.532,310.231,18.455,0.013,0.911,0.023,0.694,0.019,7342.0
7245,480.353,310.843,19.833,0.018,0.69,0.038,0.494,0.023,7343.0
7246,321.248,311.863,18.876,0.011,0.908,0.02,0.699,0.015,7344.0
7247,360.698,315.809,20.226,0.039,0.644,0.061,0.549,0.057,7346.0
7248,225.314,316.904,21.364,0.077,0.746,0.119,0.554,0.098,7347.0
7249,840.633,325.08,20.397,0.021,0.749,0.037,0.53,0.027,7350.0
7250,572.587,328.553,20.094,0.021,0.678,0.053,0.515,0.038,7351.0
7251,272.767,330.165,20.842,0.034,0.681,0.045,0.531,0.049,7352.0
7252,738.538,330.538,19.732,0.023,0.669,0.033,0.526,0.029,7353.0
7253,699.33,337.298,19.886,0.038,0.584,0.054,0.479,0.054,7355.0
7254,773.446,339.875,21.221,0.035,0.801,0.068,0.61,0.05,7358.0
7255,927.591,342.531,21.445,0.046,0.813,0.066,0.444,0.062,7359.0
7256,762.997,342.681,20.028,0.076,0.359,0.079,0.432,0.111,7360.0
7257,695.656,342.917,20.09,0.049,0.647,0.071,0.589,0.062,7361.0
7258,736.403,348.387,20.743,0.036,0.717,0.058,0.57,0.042,7363.0
7259,750.536,351.739,20.923,0.044,0.757,0.092,0.558,0.058,7365.0
7260,764.179,352.075,20.35,0.044,0.617,0.084,0.537,0.061,7366.0
7261,329.586,353.108,21.047,0.067,0.647,0.089,0.187,0.114,7367.0
7262,810.202,356.111,20.082,0.011,0.743,0.022,0.524,0.015,7368.0
7263,852.774,358.865,20.911,0.03,0.76,0.075,0.526,0.043,7370.0
7264,864.857,360.426,21.564,0.052,0.82,0.09,0.661,0.065,7372.0
7265,373.568,361.178,19.589,0.035,0.674,0.042,0.504,0.05,7373.0
7266,749.958,368.728,20.145,0.019,0.659,0.031,0.516,0.022,7376.0
7267,364.962,370.608,19.859,0.014,0.682,0.027,0.441,0.03,7378.0
7268,373.948,375.464,20.854,0.054,0.664,0.063,0.865,0.07,7381.0
7269,194.006,385.049,19.014,0.04,0.824,0.077,0.619,0.052,7386.0
7270,300.277,385.481,20.556,0.026,0.971,0.075,0.688,0.037,7387.0
7271,77.918,392.099,21.56,0.039,0.701,0.062,0.665,0.057,7390.0
7272,982.945,393.907,20.382,0.014,0.715,0.022,0.499,0.017,7393.0
7273,833.703,409.805,20.908,0.073,0.639,0.112,0.584,0.1,7400.0
7274,96.303,414.976,20.078,0.013,0.738,0.021,0.081,0.072,7403.0
7275,172.857,415.511,19.819,0.022,0.863,0.036,0.704,0.027,7405.0
7276,329.872,416.76,21.357,0.046,0.933,0.082,0.484,0.082,7408.0
7277,971.215,419.424,20.754,0.025,0.928,0.066,0.647,0.031,7413.0
7278,226.167,420.857,20.85,0.039,0.766,0.06,0.467,0.048,7414.0
7279,337.279,421.044,20.033,0.021,0.684,0.03,0.459,0.028,7415.0
7280,840.827,427.444,21.186,0.034,0.747,0.054,0.626,0.045,7417.0
7281,346.061,434.481,19.649,0.037,0.708,0.076,0.486,0.05,7421.0
7282,278.176,449.354,20.241,0.034,0.66,0.052,0.463,0.05,7427.0
7283,281.318,452.13,19.335,0.016,0.814,0.027,0.583,0.023,7428.0
7284,248.344,458.03,19.609,0.052,0.557,0.098,0.441,0.067,7436.0
7285,197.59,469.094,18.97,0.027,0.789,0.036,0.641,0.035,7443.0
7286,179.678,470.938,19.4,0.03,0.701,0.042,0.537,0.04,7446.0
7287,28.95,472.771,21.302,0.052,0.976,0.093,0.768,0.059,7451.0
7288,229.482,476.737,21.594,0.039,1.197,0.077,0.665,0.051,7455.0
7289,920.318,478.421,20.415,0.028,0.677,0.051,0.505,0.042,7457.0
7290,175.412,482.04,21.407,0.066,0.773,0.112,0.715,0.089,7460.0
7291,859.799,482.893,19.949,0.017,0.678,0.036,0.517,0.022,7461.0
7292,121.897,484.509,19.649,0.025,0.696,0.029,0.483,0.035,7462.0
7293,253.74,490.17,19.092,0.03,0.418,0.062,0.229,0.036,7466.0
7294,205.424,490.743,19.725,0.075,0.478,0.097,0.46,0.098,7467.0
7295,169.199,493.998,20.608,0.032,0.67,0.054,0.51,0.05,7470.0
7296,151.531,496.292,20.372,0.034,0.646,0.069,0.528,0.043,7472.0
7297,823.689,504.947,19.454,0.05,0.676,0.067,0.487,0.073,7479.0
7298,79.77,507.122,20.834,0.024,0.79,0.035,0.205,0.075,7481.0
7299,979.058,518.098,19.663,0.022,0.672,0.041,0.487,0.03,7488.0
7300,193.247,521.636,21.413,0.03,0.958,0.067,0.512,0.04,7489.0
7301,769.657,522.688,17.164,0.005,0.125,0.012,0.047,0.006,7490.0
7302,786.257,531.486,20.562,0.025,0.712,0.049,0.505,0.031,7498.0
7303,173.879,533.81,20.357,0.03,0.711,0.051,0.531,0.042,7501.0
7304,266.321,534.76,20.156,0.035,0.659,0.064,0.467,0.048,7503.0
7305,267.571,537.856,19.848,0.015,0.776,0.023,0.493,0.019,7504.0
7306,199.821,535.187,20.343,0.024,0.73,0.049,0.569,0.035,7507.0
7307,192.79,540.148,19.486,0.008,0.862,0.021,0.534,0.017,7509.0
7308,831.341,538.397,20.898,0.026,0.892,0.043,0.474,0.031,7511.0
7309,865.792,538.972,19.863,0.011,0.598,0.029,0.428,0.016,7512.0
7310,130.675,539.278,21.325,0.038,0.774,0.06,0.585,0.05,7513.0
7311,1002.89,540.872,21.573,0.041,0.693,0.071,0.568,0.051,7516.0
7312,201.022,541.595,20.879,0.027,0.746,0.043,0.493,0.034,7517.0
7313,72.323,543.269,19.862,0.047,0.575,0.051,0.458,0.068,7518.0
7314,849.857,544.255,20.147,0.018,0.673,0.03,0.525,0.025,7520.0
7315,818.072,553.088,19.669,0.015,0.72,0.027,0.517,0.019,7524.0
7316,393.072,553.769,18.937,0.068,0.727,0.107,0.476,0.092,7525.0
7317,748.857,554.601,20.372,0.044,0.771,0.064,0.52,0.055,7526.0
7318,293.998,554.533,21.086,0.04,0.849,0.053,0.463,0.049,7528.0
7319,800.737,554.979,20.026,0.088,0.684,0.09,0.537,0.089,7530.0
7320,363.25,560.964,19.553,0.018,0.919,0.025,0.609,0.028,7534.0
7321,413.463,560.872,22.323,0.159,1.687,0.18,0.583,0.227,7535.0
7322,274.209,561.296,20.173,0.042,0.693,0.077,0.499,0.057,7536.0
7323,297.159,563.097,19.797,0.033,0.744,0.051,0.565,0.045,7537.0
7324,410.973,567.042,20.292,0.034,0.901,0.06,0.602,0.056,7539.0
7325,409.65,569.671,20.537,0.052,0.833,0.08,0.562,0.067,7540.0
7326,182.906,568.514,19.094,0.047,0.183,0.049,0.334,0.066,7542.0
7327,60.108,570.604,20.929,0.067,0.385,0.115,0.572,0.088,7544.0
7328,298.235,573.813,20.678,0.037,0.664,0.064,0.471,0.057,7545.0
7329,888.242,570.05,21.091,0.036,0.762,0.066,0.665,0.048,7546.0
7330,280.525,570.942,16.879,0.006,1.006,0.012,0.773,0.009,7547.0
7331,151.524,570.911,20.06,0.042,0.726,0.067,0.506,0.053,7548.0
7332,414.894,572.959,20.092,0.034,0.728,0.06,0.61,0.131,7550.0
7333,305.13,575.362,18.447,0.041,0.744,0.055,0.582,0.059,7551.0
7334,752.802,576.159,19.905,0.026,0.704,0.04,0.452,0.054,7552.0
7335,861.879,577.289,21.011,0.061,0.518,0.072,0.724,0.076,7553.0
7336,92.404,577.583,21.017,0.057,0.737,0.074,0.491,0.065,7555.0
7337,351.099,582.122,19.871,0.018,0.834,0.043,0.483,0.023,7558.0
7338,321.174,586.694,20.194,0.032,0.725,0.044,0.509,0.049,7563.0
7339,283.772,588.137,19.832,0.052,0.706,0.095,0.205,0.093,7564.0
7340,172.726,595.982,20.277,0.049,0.446,0.06,0.454,0.067,7569.0
7341,311.43,597.375,19.671,0.103,0.267,0.113,0.445,0.118,7570.0
7342,123.295,596.206,21.285,0.026,0.841,0.046,0.558,0.035,7571.0
7343,306.023,596.24,21.499,0.06,0.768,0.08,0.675,0.095,7572.0
7344,246.667,597.499,19.647,0.034,0.696,0.056,0.509,0.04,7573.0
7345,243.71,599.788,19.748,0.037,0.671,0.077,0.55,0.049,7574.0
7346,421.293,599.948,18.445,0.027,1.017,0.053,0.412,0.052,7575.0
7347,342.374,598.6,20.497,0.049,0.713,0.064,0.528,0.067,7576.0
7348,186.63,600.529,19.774,0.031,0.7,0.048,0.531,0.042,7577.0
7349,309.157,603.593,20.463,0.051,0.622,0.061,0.5,0.066,7579.0
7350,746.267,607.655,19.196,0.03,0.702,0.078,0.452,0.045,7582.0
7351,333.521,611.105,20.25,0.044,0.774,0.064,0.357,0.067,7584.0
7352,835.063,608.382,20.145,0.034,0.622,0.067,0.544,0.045,7585.0
7353,391.409,609.454,16.28,0.009,1.073,0.013,0.829,0.014,7586.0
7354,829.598,609.829,20.58,0.029,0.715,0.054,0.515,0.039,7587.0
7355,964.841,612.717,19.833,0.042,0.591,0.059,0.441,0.057,7588.0
7356,753.607,614.68,19.59,0.032,0.693,0.045,0.433,0.049,7591.0
7357,840.586,618.686,19.046,0.011,0.908,0.019,0.676,0.015,7592.0
7358,371.095,622.579,18.457,0.018,0.941,0.025,0.671,0.03,7594.0
7359,354.502,624.884,19.826,0.069,0.346,0.11,0.493,0.091,7595.0
7360,289.153,625.326,20.073,0.021,0.768,0.039,0.497,0.025,7597.0
7361,904.496,627.774,20.723,0.019,0.845,0.032,0.628,0.026,7602.0
7362,263.069,632.575,19.447,0.046,0.558,0.052,0.662,0.049,7604.0
7363,131.917,635.963,20.875,0.032,0.714,0.064,0.503,0.045,7605.0
7364,451.568,633.443,18.702,0.041,0.866,0.05,0.816,0.043,7606.0
7365,123.091,638.093,20.402,0.025,0.719,0.04,0.49,0.039,7608.0
7366,145.109,640.878,20.583,0.061,0.48,0.07,0.452,0.086,7609.0
7367,729.224,644.535,19.373,0.017,0.784,0.026,0.59,0.023,7611.0
7368,316.749,647.83,21.529,0.071,0.768,0.144,0.614,0.098,7614.0
7369,805.7,649.154,19.2,0.034,0.675,0.061,0.484,0.043,7615.0
