recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,B-V,e_B-V,ID
4949,342.923,831.718,17.955,0.003,0.975,0.009,0.745,0.004,4186.0
4950,567.689,832.189,20.9,0.02,0.831,0.035,0.567,0.029,4187.0
4951,124.849,832.497,20.208,0.013,0.665,0.021,0.548,0.02,4188.0
4952,706.966,832.68,20.924,0.023,0.785,0.037,0.562,0.029,4189.0
4953,699.944,835.159,21.325,0.064,0.634,0.078,0.803,0.07,4190.0
4954,161.091,832.643,21.767,0.043,0.844,0.067,0.46,0.051,4191.0
4955,353.316,832.739,18.775,0.006,0.939,0.01,0.695,0.009,4192.0
4956,843.166,834.224,21.095,0.03,0.717,0.046,0.595,0.036,4193.0
4957,178.426,834.222,19.64,0.012,0.729,0.019,0.529,0.016,4194.0
4958,102.073,834.213,20.206,0.009,0.698,0.017,0.476,0.014,4195.0
4959,135.193,834.462,17.065,0.004,1.03,0.01,0.805,0.005,4196.0
4960,6.18,834.505,17.214,0.005,0.959,0.015,0.836,0.009,4197.0
4961,75.736,834.629,21.788,0.032,0.826,0.072,0.571,0.047,4198.0
4962,537.933,834.828,20.75,0.046,0.608,0.075,0.614,0.07,4199.0
4963,634.787,834.984,18.582,0.006,0.936,0.011,0.802,0.008,4200.0
4964,411.971,843.404,20.174,0.011,0.713,0.024,0.484,0.024,4201.0
4965,396.423,836.207,20.424,0.037,0.696,0.07,0.519,0.05,4202.0
4966,158.459,836.34,21.084,0.032,0.729,0.052,0.549,0.045,4203.0
4967,771.539,837.13,20.81,0.022,0.829,0.033,0.548,0.028,4205.0
4968,405.329,837.088,21.632,0.036,0.86,0.06,0.667,0.061,4206.0
4969,606.942,837.185,20.459,0.015,0.739,0.027,0.472,0.019,4207.0
4970,611.139,838.139,21.379,0.032,0.756,0.056,0.549,0.043,4208.0
4971,340.024,837.259,20.373,0.015,0.739,0.024,0.454,0.021,4209.0
4972,336.837,839.919,20.924,0.022,0.728,0.042,0.559,0.03,4210.0
4973,504.782,837.481,20.176,0.021,0.695,0.04,0.525,0.029,4211.0
4974,209.469,838.494,21.404,0.024,0.849,0.05,0.499,0.035,4213.0
4975,868.213,838.871,21.283,0.021,0.756,0.049,0.458,0.03,4214.0
4976,239.423,838.75,20.214,0.014,0.733,0.03,0.517,0.021,4216.0
4977,391.855,839.022,18.872,0.013,0.748,0.022,0.538,0.018,4217.0
4978,650.747,839.16,20.635,0.018,0.671,0.03,0.53,0.025,4218.0
4979,647.21,839.442,21.203,0.04,0.792,0.054,0.591,0.057,4219.0
4980,111.156,839.432,20.021,0.008,0.714,0.018,0.515,0.012,4220.0
4981,254.827,839.784,19.441,0.008,0.843,0.014,0.603,0.01,4221.0
4982,193.957,840.279,19.766,0.014,1.226,0.018,1.104,0.027,4222.0
4983,102.652,840.937,20.943,0.019,0.667,0.035,0.549,0.025,4223.0
4984,995.747,841.367,20.834,0.017,0.881,0.028,0.594,0.022,4224.0
4985,163.115,841.178,20.016,0.009,0.663,0.019,0.505,0.016,4225.0
4986,178.675,841.4,21.207,0.02,0.757,0.039,0.524,0.027,4226.0
4987,557.233,844.235,20.622,0.035,0.729,0.056,0.479,0.054,4228.0
4988,578.201,841.904,19.427,0.007,0.861,0.012,0.601,0.011,4229.0
4989,680.935,842.115,18.401,0.01,0.893,0.018,0.726,0.016,4230.0
4990,363.303,841.996,20.917,0.027,0.805,0.046,0.544,0.037,4231.0
4991,774.195,842.783,20.497,0.015,0.671,0.027,0.474,0.019,4232.0
4992,571.56,842.768,19.738,0.01,0.75,0.017,0.458,0.017,4233.0
4993,490.235,843.305,18.078,0.004,0.976,0.009,0.74,0.006,4234.0
4994,720.464,843.462,20.669,0.017,0.725,0.027,0.518,0.023,4235.0
4995,530.806,843.781,21.861,0.053,0.936,0.077,0.455,0.063,4236.0
4996,744.393,843.973,20.491,0.013,0.747,0.028,0.506,0.019,4237.0
4997,20.012,843.914,21.493,0.033,0.735,0.055,0.638,0.045,4239.0
4998,714.951,844.195,20.191,0.018,0.698,0.025,0.491,0.02,4240.0
4999,398.572,844.125,21.701,0.043,0.942,0.058,0.413,0.055,4241.0
5000,96.06,844.182,21.275,0.023,0.772,0.044,0.517,0.033,4242.0
5001,931.544,844.838,19.594,0.01,0.728,0.017,0.191,0.058,4243.0
5002,585.313,845.327,21.552,0.039,0.841,0.062,0.561,0.048,4244.0
5003,766.327,846.444,21.352,0.025,0.774,0.049,0.494,0.036,4246.0
5004,915.498,846.753,20.468,0.014,0.677,0.026,0.477,0.018,4247.0
5005,632.176,846.65,21.351,0.029,0.801,0.045,0.512,0.036,4248.0
5006,629.051,848.62,21.183,0.02,0.785,0.046,0.55,0.028,4249.0
5007,177.81,846.611,21.735,0.04,0.931,0.064,0.708,0.06,4250.0
5008,243.126,846.631,16.673,0.003,0.358,0.009,0.19,0.004,4251.0
5009,642.521,846.796,19.724,0.009,1.46,0.015,0.864,0.014,4252.0
5010,126.235,846.743,20.67,0.013,0.733,0.026,0.516,0.018,4253.0
5011,393.842,846.938,21.466,0.031,0.899,0.055,0.517,0.042,4254.0
5012,724.408,847.214,19.944,0.01,0.714,0.016,0.493,0.012,4255.0
5013,108.274,847.177,20.649,0.013,0.703,0.028,0.555,0.016,4256.0
5014,195.741,847.372,21.738,0.039,0.737,0.069,0.628,0.052,4257.0
5015,185.959,847.726,20.97,0.023,0.788,0.037,0.547,0.03,4258.0
5016,223.255,847.899,19.992,0.011,1.131,0.016,0.982,0.017,4259.0
5017,802.716,849.21,20.409,0.014,0.705,0.024,0.478,0.02,4260.0
5018,385.061,849.066,21.195,0.026,0.754,0.049,0.554,0.042,4261.0
5019,480.22,849.27,19.022,0.007,0.932,0.011,0.771,0.009,4262.0
5020,653.06,849.496,20.365,0.019,0.822,0.028,0.632,0.029,4264.0
5021,592.109,849.514,21.623,0.03,0.815,0.065,0.642,0.045,4265.0
5022,57.299,849.289,18.266,0.007,1.38,0.015,1.254,0.009,4266.0
5023,343.971,849.886,21.776,0.036,0.886,0.067,0.549,0.052,4267.0
5024,703.884,850.603,19.777,0.011,0.724,0.018,0.485,0.013,4268.0
5025,997.331,850.769,19.701,0.007,0.727,0.02,0.471,0.023,4269.0
5026,760.277,851.094,21.248,0.018,0.94,0.032,0.612,0.03,4270.0
5027,98.392,850.792,21.045,0.039,0.766,0.068,0.639,0.054,4271.0
5028,146.606,855.943,20.371,0.023,0.72,0.038,0.492,0.032,4272.0
5029,19.747,851.041,21.055,0.038,0.707,0.068,0.51,0.047,4273.0
5030,313.508,851.102,21.321,0.026,0.866,0.049,0.478,0.035,4274.0
5031,933.547,851.506,20.774,0.016,0.716,0.027,0.532,0.023,4275.0
5032,774.174,851.507,21.891,0.05,0.921,0.074,0.59,0.063,4276.0
5033,684.124,852.073,20.311,0.01,0.713,0.023,0.458,0.016,4278.0
5034,620.754,852.065,20.746,0.046,0.793,0.083,0.517,0.095,4279.0
5035,752.598,852.128,18.932,0.006,0.934,0.011,0.672,0.009,4280.0
5036,626.139,852.181,19.605,0.007,0.765,0.014,0.523,0.01,4281.0
5037,108.867,851.949,21.216,0.022,0.689,0.041,0.601,0.038,4282.0
5038,576.867,856.157,19.451,0.012,0.831,0.018,0.539,0.017,4283.0
5039,38.351,852.519,21.778,0.033,0.805,0.056,0.58,0.045,4285.0
5040,217.306,852.83,20.173,0.011,0.562,0.019,0.42,0.014,4286.0
5041,669.273,856.375,20.473,0.021,0.69,0.04,0.466,0.028,4287.0
5042,656.872,853.093,21.834,0.036,0.888,0.067,0.559,0.052,4288.0
5043,119.841,853.456,21.126,0.027,0.692,0.047,0.564,0.032,4289.0
5044,335.068,853.731,21.916,0.039,0.878,0.069,0.476,0.056,4290.0
5045,4.224,853.917,21.112,0.02,0.754,0.036,0.998,0.058,4291.0
5046,437.736,854.38,16.446,0.005,0.895,0.009,0.659,0.006,4292.0
5047,162.696,854.763,21.008,0.026,0.735,0.037,0.538,0.031,4293.0
5048,88.568,854.884,20.73,0.018,0.926,0.059,0.482,0.022,4294.0
5049,945.403,855.088,20.431,0.01,0.731,0.026,0.467,0.014,4295.0
5050,367.886,855.202,20.725,0.036,0.679,0.082,0.487,0.067,4296.0
5051,396.468,855.355,21.076,0.047,0.78,0.057,0.476,0.052,4297.0
5052,787.275,856.907,17.259,0.003,1.004,0.007,0.78,0.005,4298.0
5053,591.172,856.983,19.908,0.017,0.724,0.023,0.432,0.024,4299.0
5054,171.252,857.279,21.036,0.037,0.8,0.069,0.624,0.048,4300.0
5055,905.346,857.981,17.762,0.004,0.959,0.009,0.737,0.006,4301.0
5056,123.547,857.808,21.13,0.022,0.782,0.04,0.544,0.029,4302.0
5057,938.092,858.216,21.274,0.029,0.828,0.045,0.554,0.04,4303.0
5058,916.465,858.277,20.874,0.02,1.374,0.026,1.072,0.033,4304.0
5059,156.853,858.06,20.671,0.031,0.665,0.068,0.543,0.048,4305.0
5060,508.722,858.104,20.46,0.04,0.749,0.06,0.568,0.057,4306.0
5061,311.798,858.164,21.815,0.049,0.923,0.074,0.544,0.061,4307.0
5062,484.715,858.328,21.278,0.038,0.916,0.072,0.648,0.054,4308.0
5063,482.028,860.977,20.771,0.021,0.85,0.036,0.689,0.029,4309.0
5064,721.677,858.649,17.895,0.004,0.98,0.009,0.736,0.006,4310.0
5065,179.651,859.345,18.76,0.007,0.856,0.017,0.682,0.01,4311.0
5066,796.619,859.57,20.205,0.011,0.722,0.02,0.479,0.016,4312.0
5067,643.454,863.326,21.002,0.062,0.704,0.113,0.728,0.082,4313.0
5068,326.358,860.645,21.071,0.021,0.756,0.037,0.539,0.03,4314.0
5069,262.138,860.872,19.85,0.017,1.939,0.025,1.435,0.024,4315.0
5070,404.298,861.256,21.142,0.021,0.819,0.037,0.499,0.03,4316.0
5071,206.009,861.305,20.997,0.021,0.801,0.038,0.523,0.027,4318.0
5072,380.127,861.434,17.068,0.003,1.03,0.009,0.79,0.004,4319.0
5073,455.656,861.518,17.959,0.007,0.988,0.011,0.727,0.011,4320.0
5074,859.601,863.033,21.988,0.049,0.766,0.111,0.689,0.082,4321.0
5075,95.124,861.767,21.942,0.044,0.873,0.078,0.681,0.085,4322.0
5076,919.18,862.607,20.025,0.01,0.661,0.017,0.483,0.014,4323.0
5077,172.347,863.043,20.329,0.012,0.674,0.025,0.533,0.018,4325.0
5078,535.424,863.388,20.62,0.022,0.746,0.043,0.549,0.03,4326.0
5079,560.777,863.429,16.273,0.003,1.084,0.009,0.859,0.004,4327.0
5080,332.53,863.453,21.725,0.056,0.855,0.074,0.69,0.073,4328.0
5081,949.281,863.594,21.699,0.033,0.842,0.058,0.711,0.044,4329.0
5082,200.631,863.437,20.641,0.016,0.737,0.034,0.518,0.021,4330.0
5083,989.924,864.176,21.129,0.027,0.77,0.05,0.575,0.034,4331.0
5084,265.31,864.445,20.199,0.012,0.727,0.023,0.483,0.015,4332.0
5085,498.488,865.604,20.666,0.031,0.678,0.039,0.524,0.049,4333.0
5086,935.111,865.707,19.816,0.008,0.715,0.014,0.479,0.011,4335.0
5087,657.616,865.69,20.326,0.013,0.715,0.026,0.459,0.018,4336.0
5088,52.095,865.433,19.978,0.011,1.825,0.018,1.444,0.019,4337.0
5089,752.494,865.971,19.697,0.009,0.807,0.014,0.642,0.012,4338.0
5090,802.672,866.421,21.234,0.023,0.838,0.046,0.583,0.035,4339.0
5091,515.243,866.347,20.409,0.019,0.681,0.026,0.503,0.026,4340.0
5092,699.989,866.93,21.624,0.025,0.825,0.053,0.493,0.039,4341.0
5093,129.123,866.878,21.382,0.027,0.806,0.046,0.549,0.036,4342.0
5094,691.022,867.084,19.213,0.007,0.9,0.011,0.645,0.01,4343.0
5095,969.495,867.322,20.907,0.017,0.724,0.033,0.533,0.025,4344.0
5096,240.691,867.894,20.978,0.044,0.755,0.083,0.606,0.059,4346.0
5097,160.306,868.063,21.733,0.032,0.933,0.048,0.259,0.076,4347.0
5098,250.455,868.254,21.15,0.021,0.77,0.043,0.627,0.033,4349.0
5099,392.518,868.471,21.09,0.022,0.726,0.047,0.582,0.032,4350.0
5100,86.954,868.443,21.072,0.025,0.749,0.041,0.532,0.038,4351.0
5101,297.348,868.868,18.736,0.008,0.832,0.021,0.58,0.011,4352.0
5102,635.045,870.891,19.989,0.017,0.677,0.024,0.505,0.021,4353.0
5103,593.729,869.22,21.223,0.027,0.817,0.044,0.564,0.039,4354.0
5104,342.779,869.351,20.319,0.024,0.691,0.031,0.565,0.027,4355.0
5105,775.714,869.765,20.283,0.014,0.714,0.023,0.456,0.017,4356.0
5106,511.264,869.722,20.544,0.022,0.741,0.036,0.567,0.028,4357.0
5107,200.83,869.751,21.51,0.038,0.787,0.055,0.589,0.048,4358.0
5108,542.367,874.742,20.48,0.017,0.776,0.032,0.451,0.023,4359.0
5109,795.726,870.629,22.054,0.054,0.925,0.081,0.464,0.067,4360.0
5110,975.26,870.433,21.724,0.038,0.848,0.057,0.62,0.05,4361.0
5111,975.687,873.957,21.692,0.033,0.655,0.055,0.811,0.052,4362.0
5112,93.225,870.703,16.949,0.004,0.175,0.012,0.08,0.005,4364.0
5113,610.038,872.949,20.483,0.015,0.807,0.028,0.537,0.02,4365.0
5114,800.473,871.465,20.721,0.014,0.753,0.024,0.523,0.02,4366.0
5115,181.947,871.176,20.697,0.027,0.718,0.039,0.478,0.037,4367.0
5116,410.609,871.283,16.338,0.003,1.081,0.009,0.864,0.004,4368.0
5117,823.341,871.773,19.031,0.008,0.376,0.014,0.234,0.011,4369.0
5118,990.502,872.554,21.289,0.029,0.746,0.054,0.549,0.039,4370.0
5119,444.246,872.523,21.082,0.051,0.795,0.066,0.671,0.062,4371.0
5120,661.872,872.491,20.717,0.021,0.739,0.031,0.462,0.026,4372.0
5121,248.588,872.798,21.076,0.022,0.776,0.046,0.541,0.03,4373.0
5122,876.155,873.495,19.638,0.009,0.741,0.016,0.525,0.013,4374.0
5123,375.918,873.309,16.61,0.003,1.06,0.008,0.835,0.004,4375.0
5124,426.107,873.417,20.643,0.032,0.773,0.067,0.526,0.041,4376.0
5125,242.387,873.472,21.311,0.041,0.821,0.06,0.562,0.053,4377.0
5126,260.9,873.598,21.421,0.035,0.878,0.066,0.675,0.046,4378.0
5127,398.927,873.903,20.033,0.028,0.729,0.045,0.471,0.035,4379.0
5128,504.373,874.063,20.536,0.016,0.757,0.031,0.549,0.021,4381.0
5129,309.69,873.979,21.786,0.049,0.903,0.076,0.568,0.069,4382.0
5130,499.096,873.959,20.957,0.026,0.809,0.037,0.63,0.034,4383.0
5131,348.0,874.066,19.933,0.015,0.709,0.029,0.505,0.02,4384.0
5132,116.56,874.138,19.831,0.01,0.683,0.016,0.555,0.016,4385.0
5133,650.424,874.856,21.394,0.035,0.853,0.056,0.513,0.045,4386.0
5134,432.988,874.914,19.318,0.013,0.818,0.022,0.567,0.022,4387.0
5135,598.104,875.494,20.993,0.027,0.832,0.043,0.519,0.035,4388.0
5136,614.058,875.671,21.694,0.038,0.894,0.058,0.594,0.05,4389.0
5137,232.95,876.281,20.629,0.016,0.786,0.026,0.565,0.022,4390.0
5138,234.636,880.307,20.363,0.013,0.722,0.026,0.496,0.017,4391.0
5139,190.36,876.29,20.382,0.023,0.738,0.035,0.524,0.031,4392.0
5140,326.224,876.584,17.482,0.011,0.805,0.016,0.655,0.018,4393.0
5141,513.113,876.997,19.669,0.009,0.768,0.014,0.512,0.012,4394.0
5142,149.506,876.968,21.711,0.035,0.793,0.069,0.588,0.049,4395.0
5143,151.678,880.496,21.146,0.022,0.795,0.033,0.345,0.044,4396.0
5144,158.541,881.624,19.976,0.01,0.69,0.018,0.479,0.017,4398.0
5145,466.217,877.406,21.393,0.04,0.896,0.071,0.533,0.049,4399.0
5146,592.172,877.862,21.524,0.033,0.906,0.05,0.603,0.045,4400.0
5147,365.451,877.726,17.481,0.002,0.993,0.007,0.759,0.003,4401.0
5148,205.074,877.742,20.099,0.011,0.705,0.021,0.525,0.014,4402.0
5149,205.761,881.637,20.533,0.017,0.659,0.028,0.517,0.026,4403.0
5150,276.526,878.237,19.324,0.008,0.87,0.013,0.642,0.011,4404.0
5151,275.58,882.306,20.467,0.017,0.777,0.028,0.475,0.022,4405.0
5152,575.971,879.271,21.433,0.044,0.832,0.074,0.628,0.059,4406.0
5153,1006.55,879.519,18.076,0.004,0.962,0.011,0.739,0.006,4407.0
5154,665.328,880.076,20.618,0.018,0.69,0.032,0.435,0.026,4408.0
5155,197.311,879.884,20.035,0.01,0.693,0.021,0.503,0.021,4409.0
5156,901.629,880.155,18.252,0.005,1.085,0.009,1.002,0.008,4410.0
5157,315.987,880.279,20.98,0.022,0.742,0.036,0.451,0.03,4411.0
5158,873.996,880.469,22.165,0.059,0.998,0.093,0.381,0.079,4412.0
5159,303.95,880.462,21.055,0.024,0.748,0.047,0.477,0.029,4413.0
5160,640.341,880.836,21.954,0.056,0.896,0.09,0.635,0.075,4414.0
5161,505.167,881.114,21.43,0.022,0.779,0.046,0.658,0.038,4416.0
5162,484.036,881.208,21.506,0.033,0.826,0.053,0.487,0.039,4417.0
5163,477.828,881.247,18.783,0.009,0.94,0.016,0.694,0.012,4418.0
5164,648.271,881.617,20.375,0.013,0.697,0.025,0.497,0.019,4419.0
5165,494.677,881.39,21.977,0.047,0.993,0.072,0.616,0.075,4420.0
5166,171.823,881.627,20.753,0.023,0.87,0.035,0.565,0.03,4422.0
5167,753.121,882.087,19.122,0.008,0.954,0.014,0.855,0.011,4423.0
5168,671.751,882.561,22.393,0.094,1.009,0.125,0.248,0.111,4424.0
5169,462.35,882.619,19.998,0.011,0.755,0.016,0.477,0.014,4426.0
5170,450.188,882.585,21.039,0.023,0.848,0.037,0.528,0.03,4427.0
5171,424.067,882.62,20.711,0.021,0.765,0.033,0.485,0.028,4428.0
5172,255.664,882.681,21.239,0.028,0.793,0.049,0.547,0.036,4429.0
5173,545.9,883.164,20.923,0.02,0.804,0.035,0.634,0.029,4432.0
5174,778.937,883.23,21.378,0.03,0.87,0.058,0.63,0.044,4433.0
5175,783.232,883.943,19.874,0.009,0.698,0.017,0.477,0.012,4434.0
5176,211.233,883.416,19.666,0.01,0.756,0.016,0.541,0.013,4435.0
5177,643.92,884.185,21.042,0.02,0.755,0.042,0.489,0.03,4436.0
5178,352.807,884.099,20.073,0.012,0.707,0.022,0.535,0.016,4437.0
5179,534.573,884.259,20.587,0.014,0.745,0.027,0.469,0.019,4438.0
5180,578.673,885.062,20.658,0.015,0.71,0.027,0.508,0.02,4439.0
5181,115.891,884.862,21.693,0.044,0.879,0.067,0.583,0.077,4440.0
5182,509.209,885.465,20.903,0.023,0.793,0.033,0.587,0.033,4441.0
5183,512.84,887.479,20.137,0.012,0.764,0.021,0.47,0.016,4442.0
5184,598.399,885.68,20.08,0.013,0.735,0.022,0.42,0.018,4443.0
5185,342.954,885.958,21.602,0.072,0.882,0.117,0.655,0.095,4444.0
5186,488.753,886.102,19.806,0.012,0.75,0.018,0.497,0.017,4445.0
5187,385.544,886.316,19.662,0.015,0.756,0.021,0.536,0.019,4446.0
5188,404.429,886.315,20.117,0.02,0.696,0.028,0.495,0.025,4447.0
5189,456.889,890.424,20.802,0.031,0.746,0.057,0.567,0.036,4448.0
5190,590.329,887.037,20.842,0.021,0.694,0.037,0.532,0.028,4449.0
5191,330.87,887.48,19.921,0.009,0.741,0.017,0.49,0.012,4451.0
5192,448.745,887.628,20.753,0.02,0.756,0.034,0.502,0.024,4452.0
5193,217.612,887.713,20.28,0.022,0.799,0.048,0.546,0.03,4453.0
5194,531.095,888.023,19.2,0.006,0.838,0.011,0.65,0.008,4454.0
5195,922.504,888.258,20.806,0.017,0.745,0.031,0.497,0.022,4455.0
5196,525.394,888.561,20.396,0.014,0.716,0.029,0.466,0.019,4456.0
5197,546.367,888.775,21.518,0.038,0.781,0.063,0.508,0.048,4457.0
5198,172.073,889.912,21.125,0.024,0.787,0.05,0.627,0.031,4459.0
5199,49.229,889.982,20.825,0.021,0.663,0.03,0.549,0.026,4460.0
5200,622.358,890.64,20.271,0.013,0.714,0.027,0.484,0.019,4461.0
5201,296.706,890.577,20.125,0.01,0.753,0.021,0.465,0.016,4462.0
5202,20.572,890.51,20.736,0.021,0.71,0.037,0.478,0.025,4463.0
5203,627.722,890.895,21.063,0.024,0.78,0.042,0.466,0.03,4464.0
5204,354.798,891.227,19.248,0.008,0.91,0.013,0.64,0.01,4465.0
5205,65.11,891.161,18.309,0.007,0.936,0.017,0.734,0.011,4466.0
5206,482.608,891.939,21.641,0.036,0.828,0.061,0.497,0.049,4468.0
5207,439.064,892.026,20.748,0.02,0.772,0.032,0.471,0.024,4469.0
5208,438.902,895.577,20.901,0.021,0.745,0.039,0.444,0.025,4470.0
5209,787.843,892.424,17.267,0.004,1.008,0.008,0.791,0.004,4471.0
5210,944.492,892.647,21.836,0.047,0.945,0.07,0.687,0.062,4472.0
5211,110.746,892.749,16.196,0.004,0.821,0.01,0.689,0.005,4473.0
5212,57.412,893.297,21.666,0.034,0.744,0.066,0.637,0.049,4474.0
5213,466.465,893.485,20.923,0.024,0.87,0.034,0.617,0.029,4475.0
5214,951.429,894.273,18.8,0.006,0.908,0.011,0.669,0.007,4477.0
5215,453.047,894.284,19.975,0.012,0.755,0.022,0.448,0.016,4478.0
5216,643.801,894.545,21.33,0.034,0.879,0.047,0.107,0.073,4479.0
5217,652.718,894.639,16.773,0.003,0.267,0.008,0.121,0.004,4481.0
5218,240.601,894.669,20.044,0.018,0.705,0.03,0.51,0.022,4482.0
5219,316.188,894.753,18.705,0.005,0.954,0.01,0.718,0.007,4483.0
5220,325.771,894.809,21.12,0.023,0.862,0.04,0.552,0.035,4484.0
5221,921.75,895.202,21.679,0.025,0.808,0.065,0.649,0.04,4485.0
5222,210.471,895.175,21.613,0.03,0.86,0.058,0.586,0.042,4486.0
5223,930.0,895.526,19.982,0.01,0.674,0.018,0.499,0.014,4487.0
5224,431.337,895.231,21.835,0.056,1.035,0.089,0.565,0.072,4488.0
5225,360.024,895.894,20.629,0.02,0.728,0.032,0.513,0.024,4489.0
5226,975.681,896.284,20.667,0.014,0.77,0.027,0.476,0.02,4490.0
5227,275.753,896.217,20.773,0.03,0.782,0.052,0.539,0.038,4491.0
5228,77.602,896.729,21.292,0.028,0.777,0.058,0.647,0.034,4492.0
5229,335.08,896.985,20.411,0.012,1.278,0.018,1.102,0.022,4493.0
5230,26.892,897.254,20.017,0.013,0.658,0.023,0.488,0.017,4494.0
5231,393.218,897.489,19.711,0.008,0.743,0.016,0.522,0.012,4495.0
5232,570.192,898.319,19.202,0.009,0.879,0.013,0.659,0.011,4496.0
5233,157.521,898.373,20.945,0.019,0.742,0.042,0.508,0.053,4497.0
5234,601.669,899.053,21.473,0.035,0.703,0.055,0.58,0.048,4498.0
5235,88.237,898.117,20.83,0.015,1.216,0.122,0.458,0.019,4499.0
5236,301.655,898.823,21.203,0.023,0.749,0.037,0.517,0.034,4500.0
5237,591.351,899.258,20.864,0.02,0.664,0.036,0.505,0.03,4501.0
5238,167.586,899.133,21.637,0.038,0.71,0.061,0.678,0.054,4502.0
5239,366.552,899.863,20.323,0.014,0.738,0.031,0.459,0.021,4503.0
5240,441.524,900.09,20.41,0.011,0.864,0.034,0.522,0.016,4504.0
5241,323.841,900.265,19.841,0.008,0.708,0.019,0.495,0.011,4505.0
5242,659.787,900.43,20.757,0.018,0.78,0.03,0.613,0.027,4506.0
5243,272.824,900.305,20.192,0.026,0.655,0.044,0.545,0.032,4507.0
5244,1014.09,900.843,20.807,0.014,1.019,0.033,0.522,0.021,4508.0
5245,253.515,900.81,20.854,0.025,0.71,0.041,0.5,0.035,4509.0
5246,79.63,900.987,21.47,0.027,0.796,0.052,0.575,0.039,4510.0
5247,354.701,901.771,21.943,0.045,0.895,0.076,0.727,0.063,4511.0
5248,986.342,902.151,20.43,0.014,0.698,0.027,0.544,0.019,4512.0
5249,981.538,902.748,17.773,0.005,0.909,0.011,0.767,0.006,4513.0
5250,467.178,902.697,21.838,0.04,0.907,0.076,0.519,0.063,4514.0
5251,532.701,902.639,21.247,0.027,0.813,0.044,0.566,0.035,4515.0
5252,213.666,902.555,20.364,0.011,0.73,0.019,0.454,0.014,4516.0
5253,424.773,903.495,21.138,0.026,0.872,0.04,0.578,0.033,4517.0
5254,436.189,903.412,21.781,0.042,0.83,0.064,0.617,0.051,4518.0
5255,897.557,903.842,21.836,0.035,0.8,0.061,0.648,0.055,4519.0
5256,872.225,904.941,20.901,0.026,0.698,0.037,0.484,0.031,4521.0
5257,641.222,905.548,21.469,0.032,0.793,0.05,0.46,0.041,4522.0
5258,625.888,905.598,21.825,0.032,0.851,0.063,0.636,0.049,4523.0
5259,181.959,905.632,19.85,0.009,0.69,0.017,0.502,0.013,4524.0
5260,329.418,905.856,20.525,0.014,0.684,0.024,0.556,0.018,4525.0
5261,406.613,905.943,21.08,0.027,0.79,0.041,0.469,0.032,4526.0
5262,462.403,906.01,20.554,0.017,0.788,0.029,0.502,0.023,4527.0
5263,795.587,906.849,21.536,0.039,0.838,0.059,0.419,0.067,4528.0
5264,243.986,906.846,19.297,0.01,1.557,0.013,1.261,0.016,4529.0
5265,610.234,907.381,21.962,0.038,0.91,0.075,1.08,0.277,4530.0
5266,518.208,907.547,19.386,0.008,0.867,0.013,0.595,0.011,4531.0
5267,276.88,908.105,19.99,0.013,1.423,0.019,1.263,0.023,4532.0
5268,583.511,908.374,20.279,0.011,0.693,0.02,0.503,0.014,4534.0
5269,922.341,908.659,18.065,0.004,0.796,0.009,0.656,0.006,4536.0
5270,488.645,908.675,20.084,0.01,0.732,0.021,0.49,0.014,4538.0
5271,704.559,908.717,18.746,0.006,2.182,0.008,1.535,0.01,4539.0
5272,199.034,908.8,20.414,0.043,0.674,0.065,0.541,0.06,4540.0
5273,254.71,908.924,21.47,0.05,0.966,0.086,0.558,0.063,4541.0
5274,46.632,909.13,21.913,0.032,0.892,0.06,0.673,0.059,4542.0
5275,132.343,909.394,21.817,0.038,1.034,0.055,0.575,0.055,4543.0
5276,661.302,909.69,18.207,0.005,0.964,0.009,0.724,0.006,4544.0
5277,569.439,909.753,20.947,0.033,1.206,0.058,1.093,0.042,4545.0
5278,909.062,910.59,20.5,0.014,1.024,0.019,0.861,0.021,4546.0
5279,420.176,910.529,20.827,0.019,0.741,0.036,0.486,0.026,4547.0
5280,537.866,910.774,20.113,0.015,0.741,0.028,0.477,0.019,4548.0
5281,477.872,911.282,21.993,0.042,0.94,0.091,0.556,0.068,4549.0
5282,793.126,911.447,19.711,0.009,0.748,0.017,0.508,0.013,4550.0
5283,346.318,911.295,18.888,0.005,1.13,0.009,0.926,0.007,4551.0
5284,89.233,911.371,16.942,0.006,0.175,0.013,0.078,0.007,4552.0
5285,426.091,911.758,19.481,0.007,0.78,0.013,0.542,0.01,4553.0
5286,292.179,912.423,21.245,0.022,0.83,0.04,0.521,0.028,4554.0
5287,294.061,916.225,21.498,0.049,0.797,0.063,0.659,0.059,4555.0
5288,436.305,912.774,21.215,0.043,0.688,0.071,0.62,0.059,4556.0
5289,459.546,912.835,21.92,0.056,1.032,0.076,0.548,0.072,4557.0
5290,852.463,913.29,18.581,0.004,0.927,0.009,0.704,0.006,4558.0
5291,404.481,913.234,21.381,0.03,0.835,0.055,0.593,0.04,4559.0
5292,322.641,913.44,21.477,0.061,0.834,0.1,0.717,0.075,4560.0
5293,377.892,913.466,20.496,0.017,0.673,0.029,0.467,0.024,4561.0
5294,598.766,913.794,21.878,0.041,0.962,0.062,0.621,0.053,4562.0
5295,615.525,914.03,19.857,0.008,0.724,0.018,0.496,0.013,4563.0
5296,609.042,914.428,20.742,0.015,0.748,0.027,0.491,0.023,4564.0
